,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.95,0.76,1.0,0.92,0.97,0.74,0.66,0.81,1.0,0.91,0.81,0.37,0.85
bacula.csv,0.58,0.73,0.58,0.59,0.65,0.49,0.65,0.43,0.56,0.54,0.63,1.0,0.59
elmo.csv,0.59,0.7,0.55,0.59,0.5,0.48,0.68,0.71,0.66,0.63,0.51,0.78,0.56
jajuk.csv,0.67,0.96,0.71,0.65,0.29,0.59,0.64,0.65,0.63,0.52,0.45,0.65,0.58
ktc.csv,0.33,0.48,0.66,0.42,0.39,0.46,0.54,0.81,0.6,0.46,0.47,0.84,0.48
neoengine.csv,0.58,0.61,0.96,0.41,0.49,0.52,0.83,0.48,0.92,0.55,0.58,0.87,0.67
omseek.csv,0.7,0.72,1.0,0.82,0.57,0.57,0.81,1.0,0.66,0.76,0.72,1.01,0.41
pcgen.csv,0.55,0.84,0.65,0.48,0.63,0.86,0.69,0.74,1.0,0.61,0.4,0.86,0.47
rosegarden.csv,0.35,0.47,0.68,0.82,0.39,0.55,0.66,0.83,0.6,0.38,0.64,0.73,0.5
selenium.csv,0.41,0.45,0.83,0.47,0.41,0.48,0.51,0.64,0.59,0.48,0.46,0.68,0.47
vapor.csv,1.0,0.74,0.52,0.52,0.91,0.62,0.47,0.83,0.79,0.84,0.96,0.93,0.46
zorannt.csv,0.67,0.72,0.48,0.84,0.57,0.42,0.76,0.68,0.72,0.85,0.48,0.91,0.63
zscreen.csv,0.54,0.78,0.81,0.51,0.85,0.51,0.56,0.29,0.74,0.52,0.76,1.0,0.55
