,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.27,0.4,0.64,0.48,0.24,0.4,0.27,0.21,0.24,0.2,0.49,0.39,0.37,0.71,0.53,0.46,0.06,0.55
archive-crawler.csv,0.63,0.34,0.45,0.38,0.38,0.48,0.64,0.54,0.54,0.35,0.59,0.66,0.53,0.65,0.53,0.35,0.06,0.52
customwars.csv,0.43,0.72,0.45,0.67,0.38,0.54,0.48,0.46,0.92,0.46,0.39,0.51,0.29,0.35,0.38,0.43,0.57,0.54
gbif-providertoolkit.csv,0.48,0.33,0.56,0.73,0.64,0.72,0.29,0.54,0.81,0.57,0.55,0.46,0.25,0.48,0.55,0.45,0.21,0.39
gss.csv,0.73,0.69,0.13,0.17,0.73,0.46,0.7,0.57,0.38,0.72,0.39,0.57,0.5,0.0,0.67,0.78,0.67,0.78
heekscad.csv,0.76,0.71,0.55,0.75,0.74,0.68,0.67,0.47,0.77,0.67,0.52,0.64,0.46,0.57,0.56,0.67,0.26,0.68
ikvm.csv,0.3,0.54,0.91,0.54,0.37,0.43,0.45,0.45,0.44,0.47,0.5,0.48,0.45,0.39,0.31,0.3,0.64,0.59
jaxen.csv,0.23,0.37,0.65,0.6,0.49,0.49,0.47,0.49,0.98,0.38,0.27,0.39,0.46,0.27,0.55,0.0,0.56,0.44
jcae.csv,0.53,0.39,0.31,0.87,0.46,0.48,0.36,0.05,0.79,0.6,0.64,0.62,0.25,0.37,0.38,0.48,0.06,0.49
levent.csv,0.61,0.0,0.0,0.7,0.0,0.67,0.72,0.71,0.75,0.55,0.0,0.34,0.57,0.13,0.78,0.12,0.0,0.45
nicepress.csv,0.6,0.68,0.35,0.26,0.63,0.63,0.56,0.0,0.79,0.8,0.51,0.6,0.58,0.5,0.56,0.5,0.21,0.4
pnotepad.csv,0.67,0.62,0.34,0.0,0.7,0.32,0.67,0.62,0.61,0.56,0.13,0.63,0.64,0.13,0.75,0.9,0.52,0.65
qcad2.csv,0.34,0.58,0.4,0.84,0.5,0.17,0.75,0.57,0.43,0.29,0.45,0.67,0.59,0.6,0.8,0.4,0.16,0.65
qedo.csv,0.11,0.21,0.43,0.36,0.31,0.39,0.07,0.37,0.0,0.2,0.0,0.11,0.14,0.0,0.1,0.47,0.8,0.2
quarkplusplus.csv,0.39,0.21,0.35,0.48,0.57,0.09,0.51,0.5,0.19,0.13,0.4,0.26,0.62,0.28,0.66,0.34,0.29,0.16
sigil.csv,0.74,0.69,0.51,0.71,0.68,0.52,0.72,0.28,0.64,0.6,0.53,0.56,0.65,0.74,0.84,0.63,0.27,0.31
xcsoar.csv,0.67,0.7,0.45,0.77,0.4,0.65,0.73,0.48,0.76,0.65,0.58,0.56,0.41,0.53,0.72,0.2,0.25,0.5
xuggle.csv,0.63,0.58,0.66,0.17,0.76,0.61,0.37,0.43,0.78,0.64,0.38,0.59,0.54,0.42,0.59,0.6,0.7,0.53
