,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.56,0.54,0.56,0.14,0.13,0.19,0.39,0.9,0.07,0.35,0.13,0.33,0.42,0.62,0.72,0.87,0.02,0.6
archive-crawler.csv,0.8,0.8,0.5,0.23,0.21,0.38,0.45,0.89,0.06,0.39,0.16,0.48,0.52,0.52,0.89,0.88,0.01,0.62
customwars.csv,0.83,0.62,0.53,0.14,0.31,0.29,0.51,0.91,0.17,0.54,0.19,0.27,0.6,0.33,0.74,1.0,0.1,0.79
gbif-providertoolkit.csv,0.59,0.4,0.42,0.18,0.2,0.4,0.32,0.74,0.25,0.36,0.16,0.36,0.38,0.69,0.69,0.79,0.11,0.48
gss.csv,0.72,0.52,0.41,0.11,0.21,0.18,0.45,0.69,0.06,0.46,0.15,0.31,0.55,0.41,0.69,0.97,0.11,0.85
heekscad.csv,0.83,0.65,0.43,0.15,0.2,0.22,0.49,0.81,0.13,0.42,0.16,0.36,0.56,0.43,0.84,0.87,0.04,0.72
ikvm.csv,0.45,0.44,0.87,0.11,0.07,0.16,0.27,0.62,0.1,0.33,0.14,0.25,0.37,0.32,0.38,0.77,0.14,0.62
jaxen.csv,0.58,0.44,0.54,0.13,0.1,0.2,0.3,0.71,0.36,0.31,0.15,0.27,0.36,0.42,0.59,0.78,0.08,0.6
jcae.csv,0.79,0.86,0.46,0.33,0.25,0.33,0.58,0.67,0.17,0.52,0.23,0.37,0.62,0.47,1.0,0.91,0.05,0.64
levent.csv,0.67,0.0,0.0,0.33,0.0,0.22,0.43,0.83,0.09,0.37,0.15,0.28,0.48,0.42,0.7,1.0,0.0,0.61
nicepress.csv,0.65,0.52,0.39,0.09,0.2,0.26,0.37,0.67,0.17,0.66,0.15,0.34,0.45,0.41,0.61,1.0,0.03,0.61
pnotepad.csv,0.84,0.5,0.4,0.1,0.2,0.16,0.4,0.73,0.07,0.35,0.16,0.34,0.5,0.37,0.72,1.0,0.08,0.71
qcad2.csv,0.96,0.68,0.53,0.19,0.17,0.25,0.54,0.87,0.06,0.6,0.23,0.36,0.56,0.45,0.8,0.94,0.02,0.71
qedo.csv,0.37,0.24,0.38,0.08,0.06,0.14,0.06,0.55,0.0,0.15,0.0,0.2,0.25,0.0,0.22,0.79,0.23,0.71
quarkplusplus.csv,0.93,0.67,0.28,0.15,0.19,0.14,0.41,0.74,0.01,0.44,0.35,0.36,0.56,0.71,0.85,0.93,0.04,0.67
sigil.csv,0.78,0.55,0.4,0.16,0.17,0.23,0.43,0.86,0.08,0.43,0.17,0.3,0.52,0.62,0.85,0.86,0.03,0.53
xcsoar.csv,0.81,0.7,0.6,0.17,0.23,0.31,0.44,0.76,0.11,0.45,0.17,0.31,0.41,0.4,0.74,1.0,0.04,0.6
xuggle.csv,0.71,0.49,0.56,0.11,0.3,0.2,0.35,0.73,0.15,0.47,0.12,0.32,0.42,0.36,0.78,0.93,0.12,0.64
