,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.51,0.5,0.53,0.39,0.7,0.46,0.87,0.23,0.32,0.27,0.54,0.0,0.43
emulemorph.csv,0.27,0.0,0.58,0.11,0.56,0.0,0.0,0.64,0.66,0.0,0.04,0.0,0.06
gisgraphy.csv,0.27,0.29,0.53,0.68,0.59,0.12,0.0,0.0,0.52,0.26,0.46,0.81,0.71
jaxen.csv,0.43,0.3,0.67,0.52,0.53,0.46,0.0,0.98,0.45,0.56,0.45,0.0,0.45
jvcl.csv,0.06,0.55,0.54,0.41,0.48,0.07,0.0,0.44,0.53,0.36,0.29,0.0,0.21
m-m-m.csv,0.47,0.72,0.4,0.55,0.31,0.78,0.13,0.05,0.67,0.33,0.13,0.91,0.24
motu.csv,0.62,0.64,0.36,0.35,0.24,0.56,0.0,0.0,0.59,0.64,0.33,0.0,0.23
nh3d.csv,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.32,0.51,0.27,0.73,0.28,0.26,0.94,0.31,0.0,0.48,0.35,0.96,0.43
wgs-assembler.csv,0.54,0.44,0.55,0.48,0.72,0.24,0.87,0.81,0.63,0.71,0.18,0.0,0.35
zabbix.csv,0.58,0.0,0.72,0.58,0.37,0.45,0.0,0.23,0.52,0.5,0.5,0.0,0.4
