,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.8,0.51,0.72,0.54,0.56,0.96,0.36,0.58,0.4,0.67,0.47,0.47,0.57,0.44,0.74,0.45
arcallians.csv,0.62,0.52,0.57,0.68,0.57,0.98,0.39,0.52,0.44,0.64,0.77,0.81,0.6,0.55,0.86,0.66
arianne.csv,0.51,0.69,0.7,0.8,0.68,0.98,0.6,0.84,0.62,0.92,0.65,0.7,0.74,0.72,0.94,0.7
aztec.csv,0.51,0.94,0.86,0.89,0.8,0.95,0.77,0.0,0.46,0.86,0.5,0.8,0.95,0.95,0.8,0.0
bl-toolkit.csv,0.54,0.46,0.46,0.66,0.59,0.88,0.37,0.41,0.38,0.53,0.5,0.37,0.47,0.5,0.77,0.45
clamav.csv,0.57,0.45,0.46,0.51,0.4,0.61,0.42,0.44,0.43,0.55,0.56,0.54,0.49,0.42,0.46,0.42
gnupdate.csv,0.56,0.5,0.83,0.7,0.55,0.45,0.93,0.95,0.5,0.54,0.95,0.64,0.73,0.6,0.57,0.78
les-indemodables.csv,0.98,0.65,0.78,0.93,0.86,0.94,0.63,0.98,0.49,0.8,0.87,0.97,0.91,0.73,0.93,0.62
mbse.csv,0.58,0.61,0.73,0.59,0.45,0.82,0.59,0.78,0.46,0.62,0.56,0.49,0.68,0.52,0.52,0.96
ns-3-dev-def-routing.csv,0.93,0.65,0.71,0.95,0.65,0.96,0.93,0.45,0.94,0.47,0.82,0.92,0.98,0.63,0.94,0.54
openxava.csv,0.46,0.51,0.71,0.57,0.39,0.51,0.93,0.9,0.62,0.62,0.88,0.89,0.75,0.52,0.55,0.67
phonon-vlc-mplayer.csv,0.58,0.55,0.47,0.91,0.57,0.97,0.75,0.36,0.47,0.88,0.47,0.52,0.38,0.59,0.94,0.5
qgis.csv,0.56,0.55,0.57,0.64,0.33,0.65,0.7,0.46,0.48,0.56,0.56,0.44,0.62,0.56,0.6,0.55
vars-redux.csv,0.89,0.77,0.73,0.96,0.89,0.5,0.36,0.79,0.51,0.67,0.64,0.59,0.8,0.85,0.75,0.77
xapian.csv,0.73,0.51,0.74,0.61,0.54,0.76,0.48,0.9,0.43,0.59,0.69,0.6,0.79,0.49,0.83,0.54
yafdotnet.csv,0.67,0.67,0.57,0.7,0.74,0.59,0.41,0.6,0.48,0.59,0.74,0.74,0.55,0.56,0.92,0.74
