,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.56,0.66,0.94,0.28,0.78,0.29,0.16,0.41,0.54,0.4,0.22,0.98,0.54,0.49,0.48,0.47
arcallians.csv,0.52,0.52,0.77,0.46,1.0,0.25,0.15,0.4,0.49,0.4,0.23,0.62,0.45,0.42,0.48,0.4
arianne.csv,0.97,0.47,0.55,0.25,0.71,0.15,0.18,0.2,0.44,0.5,0.2,0.64,0.41,0.44,0.24,0.36
aztec.csv,0.46,0.19,0.71,0.78,0.6,1.0,0.13,0.0,0.39,0.43,0.0,0.2,0.57,0.36,0.2,0.0
bl-toolkit.csv,0.63,0.61,1.0,0.47,0.65,0.14,0.13,0.23,0.47,0.53,0.14,0.63,0.46,0.45,0.35,0.52
clamav.csv,0.56,0.64,0.79,0.35,0.74,0.11,0.2,0.31,0.5,1.0,0.28,0.69,0.42,0.45,0.31,0.45
gnupdate.csv,0.35,0.51,0.83,0.34,0.55,0.07,0.53,0.55,0.42,0.32,1.0,0.64,0.56,0.37,0.15,0.33
les-indemodables.csv,0.41,0.67,0.89,0.61,0.71,0.11,0.14,0.22,0.6,0.3,0.26,0.69,0.47,0.42,0.5,1.0
mbse.csv,0.39,0.56,0.62,0.18,0.51,0.08,0.25,1.0,0.52,0.31,0.16,0.63,0.47,0.42,0.18,0.29
ns-3-dev-def-routing.csv,0.4,0.61,1.0,0.46,0.74,0.08,0.09,0.24,0.31,0.4,0.2,0.52,0.44,1.0,0.47,0.52
openxava.csv,0.47,0.6,0.59,0.09,0.64,0.05,1.0,0.38,0.65,0.54,0.47,0.72,0.52,0.45,0.27,0.6
phonon-vlc-mplayer.csv,0.54,0.59,0.71,1.0,0.63,0.12,0.11,0.25,0.42,0.38,0.2,0.68,0.47,0.48,0.5,0.39
qgis.csv,0.59,0.99,0.71,0.4,0.67,0.05,0.1,0.38,0.52,0.56,0.22,0.69,0.45,0.44,0.4,0.52
vars-redux.csv,0.72,0.77,0.91,0.61,0.89,0.0,0.2,0.42,1.0,0.67,0.28,0.81,0.66,0.5,0.5,0.32
xapian.csv,0.67,0.55,0.63,0.46,0.55,0.04,0.11,0.4,0.46,0.38,0.17,0.67,0.55,0.41,1.0,0.41
yafdotnet.csv,0.54,0.56,0.87,0.31,0.51,0.1,0.19,0.42,0.48,0.38,0.23,0.64,1.0,0.49,0.5,0.43
