,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.34,0.58,0.5,0.37,0.59,0.31,0.27,0.44,0.64,0.34,0.32,0.98,0.52,0.53,0.45,0.57
arcallians.csv,0.48,0.55,0.64,0.56,1.0,0.32,0.26,0.47,0.57,0.44,0.28,0.4,0.48,0.45,0.43,0.45
arianne.csv,0.98,0.42,0.43,0.28,0.59,0.2,0.25,0.22,0.43,0.37,0.31,0.52,0.37,0.46,0.19,0.42
aztec.csv,0.53,0.06,0.18,0.18,0.12,0.96,0.21,0.0,0.49,0.22,0.0,0.01,0.21,0.15,0.06,0.0
bl-toolkit.csv,0.55,0.65,0.98,0.55,0.67,0.21,0.22,0.36,0.6,0.51,0.23,0.77,0.52,0.52,0.35,0.56
clamav.csv,0.45,0.6,0.56,0.39,0.66,0.17,0.32,0.43,0.54,1.0,0.35,0.54,0.44,0.49,0.41,0.54
gnupdate.csv,0.36,0.56,0.18,0.3,0.62,0.14,0.52,0.26,0.48,0.42,0.97,0.48,0.44,0.39,0.21,0.33
les-indemodables.csv,0.24,0.5,0.47,0.56,0.2,0.1,0.21,0.19,0.57,0.2,0.31,0.24,0.3,0.36,0.35,1.0
mbse.csv,0.4,0.53,0.42,0.23,0.56,0.12,0.33,0.96,0.59,0.37,0.25,0.63,0.41,0.47,0.27,0.25
ns-3-dev-def-routing.csv,0.1,0.48,0.51,0.41,0.61,0.11,0.14,0.37,0.15,0.48,0.28,0.29,0.26,0.98,0.37,0.62
openxava.csv,0.55,0.52,0.3,0.1,0.5,0.08,0.93,0.33,0.53,0.42,0.43,0.32,0.38,0.44,0.34,0.35
phonon-vlc-mplayer.csv,0.57,0.59,0.77,0.99,0.67,0.14,0.18,0.4,0.53,0.33,0.33,0.54,0.6,0.53,0.41,0.52
qgis.csv,0.49,0.99,0.59,0.48,0.6,0.07,0.18,0.46,0.56,0.5,0.26,0.55,0.42,0.42,0.46,0.55
vars-redux.csv,0.38,0.42,0.33,0.3,0.3,0.0,0.33,0.41,0.96,0.17,0.31,0.51,0.4,0.29,0.13,0.24
xapian.csv,0.44,0.61,0.44,0.57,0.62,0.06,0.2,0.11,0.56,0.46,0.24,0.63,0.45,0.49,0.96,0.53
yafdotnet.csv,0.43,0.49,0.65,0.33,0.51,0.17,0.3,0.51,0.54,0.45,0.33,0.5,0.97,0.49,0.32,0.42
