,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.25,0.51,0.34,0.55,0.48,0.33,0.88,0.48,0.78,0.3,0.55,0.98,0.49,0.59,0.42,0.7
arcallians.csv,0.45,0.58,0.54,0.72,1.0,0.46,0.88,0.57,0.69,0.5,0.35,0.29,0.51,0.49,0.38,0.51
arianne.csv,0.98,0.38,0.36,0.32,0.5,0.33,0.44,0.25,0.41,0.3,0.7,0.44,0.34,0.48,0.15,0.51
aztec.csv,0.64,0.04,0.1,0.1,0.07,0.92,0.56,0.0,0.67,0.15,0.0,0.01,0.13,0.1,0.04,0.0
bl-toolkit.csv,0.49,0.7,0.96,0.68,0.68,0.42,0.75,0.82,0.82,0.5,0.6,0.98,0.6,0.6,0.35,0.59
clamav.csv,0.37,0.56,0.44,0.45,0.59,0.38,0.75,0.68,0.59,1.0,0.45,0.44,0.47,0.54,0.62,0.68
gnupdate.csv,0.38,0.62,0.1,0.26,0.7,0.92,0.5,0.17,0.55,0.6,0.95,0.39,0.37,0.4,0.38,0.32
les-indemodables.csv,0.17,0.39,0.32,0.52,0.11,0.08,0.5,0.17,0.55,0.15,0.4,0.15,0.22,0.32,0.27,1.0
mbse.csv,0.4,0.5,0.32,0.32,0.61,0.25,0.5,0.92,0.67,0.45,0.6,0.63,0.37,0.54,0.54,0.22
ns-3-dev-def-routing.csv,0.06,0.39,0.34,0.38,0.52,0.17,0.25,0.77,0.1,0.6,0.5,0.2,0.19,0.96,0.31,0.76
openxava.csv,0.66,0.46,0.2,0.1,0.41,0.29,0.88,0.29,0.45,0.35,0.4,0.2,0.31,0.43,0.46,0.24
phonon-vlc-mplayer.csv,0.61,0.6,0.84,0.99,0.7,0.17,0.56,1.0,0.71,0.3,1.0,0.45,0.84,0.59,0.35,0.78
qgis.csv,0.42,0.99,0.5,0.58,0.55,0.17,0.62,0.6,0.61,0.45,0.3,0.45,0.4,0.4,0.54,0.57
vars-redux.csv,0.25,0.29,0.2,0.2,0.18,0.0,0.88,0.4,0.92,0.1,0.35,0.37,0.28,0.21,0.08,0.19
xapian.csv,0.32,0.69,0.34,0.75,0.7,0.12,1.0,0.06,0.71,0.6,0.45,0.59,0.38,0.6,0.92,0.76
yafdotnet.csv,0.36,0.43,0.52,0.36,0.5,0.5,0.69,0.65,0.61,0.55,0.55,0.42,0.94,0.49,0.23,0.41
