,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.68,0.28,0.57,0.6,0.75,0.09,0.17,0.48,0.68,0.5,0.4,0.17,0.6
e-bio-flow.csv,0.28,0.5,0.63,0.53,0.82,0.26,0.44,0.69,0.0,0.31,0.56,0.26,0.15
jas.csv,0.34,0.64,0.0,0.64,0.33,0.47,0.59,0.48,0.76,0.11,0.41,0.63,0.77
jbpm.csv,0.14,0.11,0.0,0.8,0.0,0.2,0.0,0.31,0.0,0.11,0.0,0.04,0.0
jgossipforum.csv,0.45,0.61,0.18,0.18,0.37,0.64,0.26,0.43,0.99,0.41,0.69,0.57,0.0
jmonkeyengine.csv,0.44,0.72,0.26,0.65,0.31,0.64,0.59,0.46,0.4,0.29,0.51,0.68,0.36
joustsim.csv,0.4,0.67,0.42,0.57,0.36,0.69,0.73,0.37,0.93,0.9,0.51,0.7,0.71
log4net.csv,0.56,0.27,0.57,0.29,0.97,0.16,0.0,0.49,0.0,0.72,0.43,0.21,0.0
ngl.csv,0.5,0.7,0.44,0.53,0.38,0.24,0.53,0.61,0.42,0.72,0.39,0.63,0.65
piccolo2d.csv,0.56,0.54,0.7,0.54,0.7,0.11,0.32,0.55,0.0,0.4,0.15,0.37,0.0
pustefix.csv,0.07,0.58,0.51,0.55,0.34,0.68,0.68,0.42,0.57,0.0,0.28,0.54,0.22
reaper3d.csv,0.55,0.73,0.18,0.34,0.0,0.38,0.2,0.54,0.71,0.41,0.62,0.42,0.66
sblim.csv,0.44,0.77,0.66,0.43,0.0,0.6,0.37,0.45,0.41,0.58,0.28,0.41,0.66
