,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.32,0.1,0.14,0.13,0.04,0.27,0.26,0.33,0.03,0.14,0.06,0.37,0.08
e-bio-flow.csv,0.13,0.2,0.24,0.11,0.04,0.5,0.58,0.62,0.0,0.38,0.08,0.72,0.11
jas.csv,0.16,0.3,0.0,0.16,0.01,0.4,0.43,0.33,0.04,0.2,0.07,0.63,0.3
jbpm.csv,0.2,0.29,0.0,0.46,0.0,0.5,0.0,0.53,0.0,0.09,0.0,1.0,0.0
jgossipforum.csv,0.18,0.33,0.29,0.08,0.04,0.33,0.29,0.4,0.25,1.0,0.1,0.7,0.0
jmonkeyengine.csv,0.15,0.29,0.08,0.16,0.01,0.32,0.48,0.32,0.01,0.08,0.07,0.61,0.04
joustsim.csv,0.16,0.26,0.21,0.22,0.02,0.34,0.38,0.38,0.08,0.53,0.07,0.63,0.11
log4net.csv,0.24,0.38,0.24,0.14,0.16,0.25,0.0,0.39,0.0,0.31,0.18,0.46,0.0
ngl.csv,0.19,0.28,0.14,0.14,0.03,0.28,0.35,0.42,0.02,0.29,0.07,0.69,0.08
piccolo2d.csv,0.2,0.41,0.29,0.17,0.1,0.2,0.5,0.47,0.0,0.17,0.12,0.7,0.0
pustefix.csv,0.05,0.25,0.13,0.16,0.01,0.56,0.33,0.33,0.02,0.0,0.05,0.61,0.04
reaper3d.csv,0.2,0.34,0.08,0.06,0.0,0.18,0.21,0.36,0.04,0.29,0.12,0.77,0.22
sblim.csv,0.16,0.47,0.18,0.25,0.0,0.32,0.32,0.32,0.02,0.3,0.04,0.55,0.08
