,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.54,0.42,0.36,0.16,0.83,0.26
lazarus-ccr.csv,0.25,0.63,0.45,0.67,0.71,0.79
lcfizvtop.csv,0.68,0.51,0.34,0.21,0.21,0.42
migen.csv,0.39,0.28,0.11,0.07,0.12,0.53
mvnforum.csv,0.0,0.23,0.39,0.84,0.21,0.63
plplot.csv,0.75,0.49,0.77,0.18,0.67,0.37
