,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,1.0,1.0,1.0,1.0,0.83,0.8,0.86,0.92,0.97,0.91,0.82,0.91,0.03,0.8,0.76,0.74,0.97,0.98,0.95
botsnscouts.csv,0.51,0.91,0.58,0.41,0.61,0.61,0.98,0.93,0.37,0.78,0.51,0.73,0.48,0.67,0.67,0.58,0.59,0.5,0.3
bscwweasel.csv,0.57,0.95,0.61,0.73,0.64,0.43,0.54,0.59,0.73,0.65,0.75,0.95,0.95,0.48,0.62,0.67,0.8,0.67,0.4
bzbyte.csv,0.97,0.98,1.0,1.0,0.68,0.86,1.0,0.76,0.92,1.0,1.0,1.0,1.0,0.95,0.36,1.0,1.0,1.01,1.0
capcode.csv,0.84,0.97,0.78,0.91,0.63,0.76,0.64,0.33,0.64,0.55,0.72,0.69,0.77,0.84,0.59,0.75,0.83,1.0,0.61
emite.csv,0.61,0.51,0.85,0.7,0.89,0.75,0.47,0.88,0.75,0.66,0.78,0.75,0.44,0.8,0.7,0.61,0.37,0.91,0.75
fbmanager.csv,0.99,1.0,0.91,0.35,0.53,0.9,0.54,0.55,0.68,0.79,0.79,0.74,0.97,0.28,0.74,1.0,0.91,0.5,0.48
lcfizvtop.csv,0.7,0.95,0.58,0.56,0.54,0.61,0.45,0.56,0.45,0.56,0.69,0.33,0.74,0.48,0.64,0.67,0.78,0.45,0.58
mediaportal.csv,0.79,1.0,0.65,0.94,0.6,0.59,0.43,0.61,0.75,0.91,0.63,0.92,1.0,0.8,0.82,0.51,0.94,0.72,0.67
nodal.csv,0.85,0.97,0.68,0.78,0.84,0.64,0.75,0.5,0.6,0.4,0.66,0.84,1.14,0.86,0.83,0.82,0.85,0.53,0.43
paintown.csv,0.33,1.0,0.61,0.71,1.0,0.98,0.92,1.0,1.01,0.97,1.0,0.69,0.94,0.86,0.61,0.67,0.81,1.1,1.0
powerfolder.csv,0.59,0.8,0.79,0.54,0.71,0.69,0.5,0.88,0.71,0.79,0.76,0.52,0.41,0.09,0.68,0.67,0.91,0.86,0.79
retromenu.csv,0.93,0.42,0.82,0.63,0.73,0.77,0.31,0.89,0.53,0.66,0.51,0.73,1.0,0.41,0.71,0.61,0.6,0.78,0.83
smbopensoft.csv,0.93,0.28,0.82,0.83,0.72,0.74,0.87,0.89,0.83,0.64,1.0,0.63,0.87,0.77,0.81,0.89,0.68,1.0,0.47
sqlpower-library.csv,0.96,0.97,0.87,0.72,0.37,0.73,0.41,0.77,1.0,0.73,0.85,1.0,1.0,0.72,0.91,0.97,0.82,1.0,0.65
st-filteredstatistics.csv,0.47,1.0,0.83,0.74,0.9,0.68,0.91,0.86,0.38,0.96,0.29,0.81,0.56,0.96,0.82,0.75,0.78,1.02,0.96
triplea.csv,0.55,0.8,0.37,0.54,0.68,0.85,0.91,0.84,0.61,0.82,0.7,0.51,0.61,0.59,0.77,0.63,0.76,0.22,0.71
uface.csv,0.46,1.0,0.85,0.55,0.56,0.42,0.67,0.67,0.63,0.74,0.92,0.47,1.0,0.68,0.74,0.71,0.56,1.01,0.08
