,recall,precision,pf,pci_20,ifa,wins
avisynth2.csv,0.09,0.4,0.03,0.75,1.0,14
botsnscouts.csv,0.71,0.51,0.45,0.38,1.0,10
bscwweasel.csv,0.43,0.57,0.27,0.62,2.0,4
bzbyte.csv,0.95,0.33,0.93,0.37,1.0,2
capcode.csv,0.63,0.41,0.53,0.49,1.0,7
emite.csv,0.32,0.64,0.22,0.71,1.0,17
fbmanager.csv,0.33,0.44,0.11,0.5,2.0,1
lcfizvtop.csv,0.58,0.56,0.29,0.41,1.0,13
mediaportal.csv,0.26,0.59,0.11,0.67,2.0,8
nodal.csv,0.47,0.48,0.39,0.56,1.0,12
paintown.csv,0.9,0.46,0.91,0.41,1.0,3
powerfolder.csv,0.4,0.5,0.25,0.65,1.0,15
retromenu.csv,0.35,0.65,0.14,0.62,1.0,16
smbopensoft.csv,0.67,0.46,0.72,0.46,1.0,5
sqlpower-library.csv,0.9,0.5,0.85,0.39,1.0,6
st-filteredstatistics.csv,0.81,0.48,0.78,0.39,2.0,0
triplea.csv,0.71,0.5,0.61,0.44,1.0,9
uface.csv,0.85,0.55,0.63,0.36,1.0,11
