,f1,g,recall,precision,pf,wins
avisynth2.csv,0.14,0.11,0.09,0.4,0.03,0
botsnscouts.csv,0.61,0.6,0.71,0.51,0.45,15
bscwweasel.csv,0.4,0.46,0.43,0.57,0.27,11
bzbyte.csv,0.42,0.0,0.95,0.33,0.93,1
capcode.csv,0.46,0.54,0.63,0.41,0.53,9
emite.csv,0.38,0.36,0.32,0.64,0.22,7
fbmanager.csv,0.29,0.34,0.33,0.44,0.11,2
lcfizvtop.csv,0.55,0.59,0.58,0.56,0.29,16
mediaportal.csv,0.33,0.3,0.26,0.59,0.11,4
nodal.csv,0.39,0.49,0.47,0.48,0.39,6
paintown.csv,0.6,0.32,0.9,0.46,0.91,3
powerfolder.csv,0.41,0.44,0.4,0.5,0.25,8
retromenu.csv,0.37,0.39,0.35,0.65,0.14,12
smbopensoft.csv,0.52,0.49,0.67,0.46,0.72,5
sqlpower-library.csv,0.59,0.45,0.9,0.5,0.85,10
st-filteredstatistics.csv,0.64,0.49,0.81,0.48,0.78,13
triplea.csv,0.55,0.6,0.71,0.5,0.61,14
uface.csv,0.64,0.6,0.85,0.55,0.63,17
