,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.21,0.55,0.64,0.75,0.09
kmess.csv,0.3,0.49,0.02,0.09,0.72
minig.csv,0.09,0.38,0.68,0.0,0.25
rezilla.csv,0.77,0.11,0.26,0.05,0.54
webdriver.csv,0.13,0.7,0.56,0.52,0.58
