,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.0,101.0,0.0,0.0,115.0,82.0,115.0
jcl.csv,0.0,101.0,70.0,0.0,3.0,24.0,0.0
openxava.csv,0.0,101.0,13.0,0.0,3.0,7.0,6.0
tcvp.csv,0.0,101.0,70.0,1.0,0.0,0.0,115.0
vars-redux.csv,0.0,23.0,17.0,2.0,0.0,8.0,17.0
werx.csv,0.0,83.0,29.0,33.0,2.0,19.0,7.0
