,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,1.0,0.0,1.0,1.0,0.0,0.0,0.0
jcl.csv,1.0,0.0,0.0,0.5,0.22,0.07,1.0
openxava.csv,0.98,0.0,0.05,1.0,0.38,0.13,0.21
tcvp.csv,1.0,0.0,0.0,0.5,0.4,1.0,0.0
vars-redux.csv,0.97,0.03,0.07,0.22,1.0,0.12,0.16
werx.csv,1.0,0.01,0.04,0.1,0.42,0.11,0.12
