,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.99,1.0,0.0,0.94,1.0,1.0,1.0
jcl.csv,0.7,1.01,1.01,0.94,0.94,0.86,0.21
openxava.csv,0.62,1.03,0.61,0.06,0.86,0.64,0.61
tcvp.csv,0.98,1.03,1.05,0.94,0.96,0.0,1.0
vars-redux.csv,1.06,0.3,0.56,0.39,0.02,0.65,0.6
werx.csv,0.0,0.99,1.0,0.98,0.97,1.0,1.0
