,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.27,0.59,0.9,0.29,0.61
dynalloy.csv,0.98,0.64,0.36,0.67,0.56
findbugs.csv,0.56,0.17,0.29,0.54,0.94
runuomondains.csv,0.27,0.32,0.07,1.0,0.17
xbplayer.csv,0.16,0.98,0.15,0.14,0.09
