,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.23,0.67,0.88,0.25,0.57
dynalloy.csv,0.98,0.74,0.31,0.88,0.54
findbugs.csv,0.54,0.14,0.25,0.5,0.93
runuomondains.csv,0.23,0.29,0.06,1.0,0.14
xbplayer.csv,0.13,0.98,0.12,0.12,0.07
