,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.89,0.52,0.93,0.91,0.62
dynalloy.csv,0.71,0.51,0.92,0.59,0.63
findbugs.csv,0.78,0.97,0.92,0.74,0.69
runuomondains.csv,0.95,0.85,0.0,0.88,0.75
xbplayer.csv,0.92,0.62,0.83,0.9,0.75
