,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.18,0.6,0.0,0.15,0.18
dynalloy.csv,0.01,0.58,0.12,0.66,0.33
findbugs.csv,0.35,0.26,0.13,0.25,0.0
runuomondains.csv,0.1,0.45,0.0,0.0,0.0
xbplayer.csv,0.07,0.01,0.06,0.15,0.04
