,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,196.0,97.5,98.5,98.5,296.5,289.5,188.0,99.0,391.0,97.5,97.5,188.0,472.5,99.0,567.0,99.0,99.0,98.5
dspace-gsoc.csv,97.5,196.5,96.5,98.5,198.0,99.0,290.5,97.5,99.0,97.5,97.5,92.5,5867.0,99.0,758.0,99.0,99.0,98.5
fbmanager.csv,0.0,0.0,96.5,89.5,5.5,94.5,188.0,0.0,0.0,97.5,0.0,0.0,55.0,0.0,67.5,0.0,0.0,98.5
fido.csv,108.0,64.5,86.5,138.0,96.5,93.5,29.5,96.5,0.0,96.5,39.5,0.0,1516.5,88.5,474.5,0.0,513.0,96.5
freenet.csv,196.0,196.5,98.5,99.0,396.0,193.0,290.5,99.0,99.0,97.5,97.5,390.5,1143.0,99.0,758.0,99.0,99.0,98.5
geogebra.csv,193.0,97.5,98.5,97.5,98.5,193.0,188.0,97.5,489.0,99.0,97.5,95.5,665.5,99.0,281.5,99.0,99.0,98.5
google-caja.csv,196.0,97.5,98.5,95.5,395.0,99.0,381.0,99.0,99.0,97.5,97.5,95.5,949.0,99.0,758.0,99.0,99.0,98.5
itext.csv,196.0,196.5,98.5,95.5,297.0,99.0,188.0,99.0,685.0,97.5,97.5,95.5,857.5,99.0,665.5,99.0,99.0,98.5
k3b.csv,196.0,196.5,98.5,99.0,396.0,99.0,381.0,99.0,99.0,99.0,97.5,193.0,760.0,99.0,471.5,99.0,99.0,96.5
megameknet.csv,196.0,194.5,98.5,98.5,197.5,97.5,282.5,99.0,586.5,99.0,275.5,291.5,760.0,99.0,281.5,99.0,99.0,98.5
myfaces.csv,94.5,165.0,96.5,95.5,197.0,99.0,188.0,97.5,388.5,97.5,97.5,87.5,571.0,99.0,471.5,99.0,99.0,98.5
onotoa.csv,629.5,95.5,194.0,99.0,197.0,99.0,290.5,96.5,99.0,99.0,97.5,671.0,5253.0,197.0,1665.0,99.0,99.0,98.5
paintown.csv,196.0,196.5,98.5,99.0,297.0,99.0,290.5,99.0,99.0,99.0,97.5,285.5,853.5,99.0,758.0,99.0,99.0,93.5
powerfolder.csv,94.5,76.5,98.5,98.5,197.5,99.0,91.5,85.5,670.5,97.5,189.0,95.5,189.0,98.5,278.5,99.0,99.0,93.5
smartgwt.csv,194.0,196.5,98.5,99.0,197.5,99.0,190.0,99.0,391.0,97.5,97.5,189.0,189.0,98.5,665.5,193.0,99.0,96.5
sqlpower-library.csv,196.0,97.5,98.5,98.5,494.0,94.5,290.5,99.0,680.0,99.0,97.5,390.5,474.5,99.0,1599.0,99.0,99.0,98.5
triplea.csv,196.0,97.5,98.5,97.5,395.0,99.0,286.5,99.0,99.0,99.0,97.5,188.0,849.5,99.0,665.5,99.0,99.0,98.5
