,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.67,0.75,0.31,0.09,0.75,0.31,1.0,0.2,0.33,0.23,0.62,0.0,0.45
emulemorph.csv,0.13,0.0,0.44,0.0,0.54,0.0,0.0,0.0,0.67,0.0,0.02,0.0,0.05
gisgraphy.csv,0.1,0.25,0.56,0.82,0.5,0.24,0.0,0.2,0.33,0.38,0.68,0.0,0.64
jaxen.csv,0.77,1.0,0.81,0.73,0.83,0.69,0.0,1.0,0.83,0.92,0.46,0.0,0.64
jvcl.csv,0.21,0.5,0.62,0.27,0.62,0.1,0.0,0.6,0.5,0.31,0.49,1.0,0.23
m-m-m.csv,0.44,0.75,0.62,0.91,0.75,0.8,1.0,1.0,0.17,1.0,0.75,1.0,0.95
motu.csv,0.79,1.0,1.0,0.91,0.92,0.78,0.0,1.0,0.83,0.69,0.85,1.0,0.91
nh3d.csv,0.56,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.31,0.5,0.25,0.82,0.21,0.25,1.0,0.8,0.0,0.54,0.6,1.0,0.45
wgs-assembler.csv,0.51,0.5,0.12,0.64,0.46,0.02,1.0,0.6,0.5,0.77,0.09,0.0,0.27
zabbix.csv,0.79,0.0,0.88,0.73,0.38,0.37,0.0,0.4,0.5,0.54,0.42,0.0,0.41
