,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.56,0.59,0.61,0.55,0.54,0.52,0.47,0.59,0.58,0.69,0.93,0.8,0.47,0.71,0.67
bl-toolkit.csv,0.58,0.9,0.52,0.45,0.62,0.46,0.42,0.43,0.48,0.57,0.48,0.51,0.52,0.36,0.67
bochs.csv,0.67,0.58,0.46,0.5,0.68,0.63,0.72,0.47,0.56,0.67,0.55,0.47,0.43,0.54,0.6
emeraldemu.csv,0.55,0.6,0.45,0.62,0.69,0.76,0.58,0.54,0.78,0.68,0.57,0.54,0.44,0.67,0.67
fbmanager.csv,0.47,0.47,0.54,0.44,0.49,0.62,0.43,0.56,0.43,0.63,0.58,0.48,0.45,0.52,0.53
modellus.csv,0.93,0.97,0.97,0.83,0.93,0.69,0.46,0.81,0.74,0.64,0.76,0.47,0.57,0.69,0.87
openmalaria.csv,0.37,0.41,0.43,0.37,0.55,0.41,0.36,0.37,0.42,0.5,0.5,0.37,0.34,0.39,0.48
pi-qmc.csv,0.57,0.62,0.53,0.56,0.62,0.82,0.96,0.53,0.59,0.67,0.74,0.57,0.45,0.73,0.59
plplot.csv,0.65,0.54,0.65,0.43,0.83,0.48,0.41,0.42,0.53,0.71,0.56,0.6,0.74,0.42,0.83
powerfolder.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.0
psycle.csv,0.4,0.48,0.46,0.42,0.6,0.42,0.44,0.36,0.46,0.55,0.44,0.39,0.36,0.47,0.45
qgis.csv,0.67,0.55,0.54,0.49,0.66,0.59,0.6,0.57,0.57,0.57,0.6,0.47,0.45,0.4,0.65
sbml.csv,0.49,0.49,0.41,0.39,0.67,0.5,0.37,0.39,0.42,0.58,0.48,0.62,0.4,0.37,0.52
unimrcp.csv,0.88,0.59,0.7,0.9,0.7,0.83,0.63,0.62,0.71,0.69,0.91,0.66,0.4,0.88,0.89
wow-qrsk.csv,0.89,0.66,0.69,0.77,0.7,0.64,0.76,0.69,0.86,0.75,0.68,0.59,0.5,0.74,0.67
