,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.89,0.83,0.62,0.54,0.52,0.8,0.34,0.91,0.37,0.56,0.71,0.8,1.0,0.21,0.67
bl-toolkit.csv,0.58,0.72,0.55,0.33,0.46,0.98,0.28,0.73,0.21,0.4,0.5,0.67,0.65,0.06,0.19
bochs.csv,0.63,0.66,0.48,0.43,1.0,0.74,0.5,0.79,0.26,0.17,0.43,0.49,0.64,0.06,0.56
emeraldemu.csv,0.68,0.66,0.52,0.98,0.5,0.62,0.35,0.77,0.46,0.36,0.57,0.5,0.67,0.1,0.75
fbmanager.csv,0.97,0.75,0.58,0.42,0.45,0.69,0.34,0.77,0.21,0.47,0.58,0.54,0.65,0.1,0.39
modellus.csv,0.5,0.56,0.57,0.3,0.47,0.64,0.41,0.85,0.21,0.57,0.48,0.99,0.7,0.09,0.47
openmalaria.csv,0.66,0.82,0.61,0.4,0.47,0.76,0.37,0.85,0.28,0.35,1.0,0.6,0.62,0.06,0.48
pi-qmc.csv,0.71,0.77,0.53,0.49,0.53,0.59,0.22,0.64,0.33,0.67,0.65,0.7,0.67,0.11,1.0
plplot.csv,0.57,0.77,0.58,0.39,0.53,0.82,0.27,0.77,0.29,1.0,0.67,0.6,0.57,0.05,0.67
powerfolder.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
psycle.csv,0.56,0.99,0.49,0.38,0.46,0.74,0.34,0.74,0.26,0.26,0.58,0.61,0.61,0.06,0.41
qgis.csv,0.72,0.74,0.99,0.39,0.53,0.7,0.3,0.72,0.3,0.29,0.58,0.65,0.65,0.04,0.6
sbml.csv,0.57,0.73,0.51,0.38,0.4,0.72,0.35,1.0,0.25,0.23,0.52,0.62,0.62,0.06,0.34
unimrcp.csv,0.62,0.82,0.7,0.63,0.64,0.67,1.0,0.9,0.41,0.46,1.0,0.68,0.73,0.0,0.78
wow-qrsk.csv,0.44,0.84,0.56,0.59,0.42,0.71,0.27,0.64,1.0,0.75,0.68,0.46,0.72,0.09,0.33
