,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.52,0.38,0.46,0.6,0.36,0.44,0.59,0.43,0.57,0.48,0.28,0.33,0.95,0.96,0.5
bl-toolkit.csv,0.54,0.24,0.58,0.58,0.46,0.97,0.33,0.6,0.58,0.66,0.62,0.48,0.61,0.74,0.36
bochs.csv,0.58,0.57,0.48,0.67,0.96,0.61,0.38,0.67,0.71,0.37,0.48,0.53,0.67,0.7,0.67
emeraldemu.csv,0.48,0.53,0.6,0.95,0.66,0.3,0.62,0.52,0.56,0.42,0.51,0.55,0.66,0.89,0.46
fbmanager.csv,0.97,0.53,0.48,0.65,0.5,0.21,0.68,0.47,0.59,0.48,0.55,0.45,0.64,0.78,0.66
modellus.csv,0.25,0.27,0.31,0.35,0.1,0.45,0.75,0.35,0.44,0.43,0.42,0.94,0.53,0.62,0.37
openmalaria.csv,0.7,0.56,0.58,0.68,0.61,0.6,0.75,0.71,0.7,0.47,1.0,0.63,0.67,0.69,0.69
pi-qmc.csv,0.48,0.36,0.58,0.63,0.44,0.23,0.22,0.46,0.61,0.53,0.41,0.54,0.58,0.78,1.0
plplot.csv,0.42,0.5,0.51,0.66,0.4,0.57,0.05,0.63,0.62,1.0,0.6,0.5,0.39,0.64,0.21
powerfolder.csv,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,1.0,0.0
psycle.csv,0.58,0.96,0.55,0.67,0.59,0.62,0.68,0.53,0.71,0.48,0.75,0.72,0.6,0.76,0.74
qgis.csv,0.43,0.61,0.96,0.65,0.65,0.55,0.5,0.51,0.71,0.59,0.61,0.72,0.71,0.47,0.59
sbml.csv,0.59,0.63,0.59,0.68,0.52,0.48,0.72,0.98,0.69,0.39,0.62,0.4,0.66,0.71,0.66
unimrcp.csv,0.18,0.39,0.31,0.38,0.28,0.1,1.0,0.39,0.43,0.33,0.31,0.4,0.6,0.0,0.37
wow-qrsk.csv,0.14,0.39,0.34,0.49,0.39,0.43,0.44,0.38,0.93,0.17,0.45,0.49,0.62,0.62,0.06
