,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.53,0.68,0.63,0.48,0.71,0.64,0.58,0.63,0.52,0.58,0.77,0.72,0.06,0.16,0.55
bl-toolkit.csv,0.63,0.81,0.62,0.67,0.67,0.05,0.91,0.71,0.68,0.5,0.65,0.6,0.55,0.64,0.89
bochs.csv,0.57,0.73,0.83,0.51,0.05,0.62,0.68,0.52,0.57,0.91,0.74,0.79,0.58,0.57,0.41
emeraldemu.csv,0.6,0.7,0.69,0.06,0.59,0.82,0.56,0.62,0.51,0.67,0.6,0.71,0.53,0.38,0.59
fbmanager.csv,0.04,0.59,0.63,0.53,0.67,0.84,0.58,0.65,0.67,0.6,0.57,0.68,0.55,0.37,0.52
modellus.csv,0.83,0.84,0.75,0.76,0.92,0.8,0.47,0.71,0.7,0.63,0.7,0.07,0.57,0.48,0.7
openmalaria.csv,0.5,0.53,0.56,0.56,0.65,0.59,0.57,0.42,0.52,0.64,0.0,0.56,0.65,0.6,0.43
pi-qmc.csv,0.59,0.7,0.66,0.48,0.65,0.86,0.85,0.83,0.5,0.53,0.66,0.54,0.56,0.34,0.0
plplot.csv,0.7,0.6,0.62,0.58,0.68,0.53,0.99,0.58,0.52,0.0,0.49,0.62,0.72,0.67,0.82
powerfolder.csv,1.0,1.0,0.99,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,0.0,1.0
psycle.csv,0.76,0.05,0.73,0.66,0.76,0.73,0.58,0.81,0.6,0.84,0.56,0.57,0.75,0.61,0.5
qgis.csv,0.64,0.56,0.05,0.57,0.54,0.73,0.66,0.68,0.48,0.7,0.54,0.47,0.57,0.84,0.48
sbml.csv,0.64,0.59,0.7,0.63,0.77,0.68,0.63,0.03,0.64,0.91,0.61,0.68,0.66,0.67,0.67
unimrcp.csv,0.86,0.67,0.74,0.68,0.77,0.92,0.0,0.66,0.63,0.72,0.74,0.67,0.5,1.0,0.68
wow-qrsk.csv,0.9,0.67,0.74,0.58,0.73,0.7,0.72,0.8,0.08,0.86,0.62,0.78,0.5,0.48,0.96
