,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.94,0.36,0.43,0.38,0.79,0.43,0.62,0.39,0.75,0.44,0.56,0.96,0.53,0.39,0.47,0.43,0.38,0.53,0.33
autofac.csv,0.55,0.39,0.8,0.46,0.5,0.46,0.48,0.45,0.86,0.49,0.41,0.46,0.51,0.38,0.52,0.46,0.52,0.38,0.88
avisynth2.csv,0.82,0.73,0.92,0.88,0.0,0.5,0.75,0.67,0.67,0.75,0.5,0.87,0.88,0.8,0.0,0.5,0.96,0.92,0.5
azureus.csv,0.38,0.32,0.37,0.35,0.5,0.39,0.42,0.41,0.41,0.38,0.55,0.55,0.35,0.35,0.45,0.41,0.38,0.41,0.39
dsworkbench.csv,0.75,0.44,0.43,0.86,0.9,0.89,0.5,0.93,0.59,0.89,0.75,0.96,0.83,0.59,0.67,0.62,0.75,0.72,0.0
forester-atv.csv,0.43,0.41,0.53,0.65,0.89,0.67,0.57,0.88,0.37,0.93,0.72,0.4,0.38,0.57,0.88,0.79,0.63,0.6,0.5
freelords.csv,0.35,0.35,0.38,0.36,0.43,0.45,0.45,0.45,0.36,0.42,0.42,0.4,0.68,0.47,0.62,0.36,0.39,0.45,0.56
gabel.csv,0.0,0.47,0.47,0.73,0.64,0.62,0.52,0.4,0.88,0.62,0.5,0.8,0.35,0.71,0.57,0.91,0.5,0.66,0.42
geotools.csv,0.37,0.29,0.45,0.57,0.48,0.54,0.41,0.4,0.37,0.41,0.53,0.36,0.42,0.75,0.5,0.44,0.5,0.45,0.43
google-collections.csv,0.35,0.35,0.36,0.32,0.44,0.39,0.45,0.4,0.33,0.46,0.37,0.4,0.34,0.4,0.45,0.42,0.41,0.39,0.36
jpaul.csv,0.69,0.59,0.41,0.81,0.67,0.87,0.48,0.86,0.56,0.66,0.59,0.6,0.75,0.93,0.75,0.57,0.59,0.96,0.9
mycila.csv,0.41,0.78,0.43,0.35,0.46,0.69,0.56,0.58,0.34,0.52,0.85,0.66,0.47,0.65,0.54,0.55,0.51,0.66,0.4
neodatis-odb.csv,0.39,0.36,0.63,0.46,0.91,0.71,0.47,0.76,0.5,0.5,0.82,0.5,0.62,0.42,0.6,0.77,0.61,0.43,0.86
octet.csv,0.38,0.32,0.41,0.38,0.85,0.47,0.52,0.51,0.38,0.4,0.46,0.41,0.59,0.39,0.65,0.41,0.43,0.42,0.67
pokenetonline.csv,0.47,0.33,0.37,0.37,0.47,0.4,0.49,0.39,0.39,0.45,0.4,0.39,0.43,0.41,0.47,0.44,0.41,0.41,0.39
rcp-company-uibindings.csv,0.37,0.33,0.35,0.44,0.44,0.46,0.36,0.4,0.53,0.48,0.53,0.53,0.72,0.41,0.41,0.4,0.43,0.43,0.5
scenemonitor.csv,0.48,0.5,0.4,0.6,0.68,0.54,0.53,0.86,0.45,0.48,0.7,0.39,0.53,0.75,0.86,0.57,0.45,0.46,0.42
thedata.csv,0.52,0.49,0.53,0.43,0.48,0.56,0.58,0.54,0.31,0.64,0.47,0.55,0.93,0.52,0.55,0.56,0.57,0.48,0.83
twostep.csv,0.5,0.34,0.42,0.41,0.5,0.46,0.48,0.38,0.39,0.4,0.37,0.39,0.35,0.45,0.43,0.41,0.39,0.39,0.38
