,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.58,0.34,0.24,0.42,0.33,0.43,0.52,0.53,0.44,0.37,0.47,0.17,0.57,0.54,0.98,0.53,0.17,0.62,0.26,0.36
buddata-ebxml-registry.csv,0.47,0.21,0.11,0.22,0.9,0.8,0.43,0.47,0.57,0.58,0.67,0.17,0.83,0.48,0.71,0.77,0.08,0.62,1.0,0.87
cornerstone.csv,0.53,0.31,0.23,0.2,0.43,0.59,0.57,0.56,0.48,0.57,0.98,0.15,0.67,0.47,0.63,0.57,0.12,0.58,0.57,0.52
emeraldemu.csv,0.43,0.26,0.31,0.32,0.59,0.42,0.32,0.98,0.33,0.38,0.56,0.25,0.72,0.48,0.56,0.53,0.17,0.5,0.75,0.83
jahshakafx.csv,1.0,0.28,0.22,0.09,0.31,0.28,0.28,0.48,0.26,0.3,0.33,0.06,0.38,0.36,0.52,0.26,0.43,0.48,0.16,0.29
jaolt.csv,0.59,0.23,0.1,0.31,0.58,0.6,0.52,0.48,0.55,0.62,0.49,0.16,1.0,0.45,0.7,0.62,0.11,0.58,0.7,0.81
kmess.csv,0.45,0.21,0.15,0.23,0.62,0.55,0.38,0.52,0.51,0.57,0.36,0.16,0.42,0.5,0.63,0.99,0.15,0.51,0.53,0.38
maya-work-in-progress.csv,0.6,0.28,0.16,0.28,0.78,0.66,0.42,0.52,0.58,0.98,0.65,0.18,0.83,0.49,0.71,0.71,0.11,0.58,0.94,0.85
mia.csv,0.16,0.18,0.25,0.16,0.08,0.25,0.0,0.43,0.16,0.27,0.51,1.0,0.42,0.37,0.12,0.12,0.0,0.1,0.64,0.27
mp-rechnungs-und-kundenverwaltung.csv,0.16,0.19,0.19,0.21,0.54,0.55,0.36,0.46,0.29,0.19,0.46,0.33,0.3,0.94,0.44,0.55,0.32,0.53,0.28,0.72
novembre.csv,0.42,0.28,0.21,0.21,0.31,0.23,1.0,0.32,0.26,0.2,0.21,0.0,0.39,0.25,0.56,0.38,0.29,0.47,0.26,0.1
ns-3.csv,0.48,0.29,0.16,0.19,0.39,0.99,0.42,0.5,0.49,0.47,0.38,0.17,0.71,0.41,0.68,0.71,0.14,0.53,0.44,0.7
nullc.csv,0.46,0.21,0.11,0.23,1.0,0.79,0.43,0.48,0.57,0.55,0.56,0.16,0.73,0.5,0.7,0.75,0.09,0.59,0.53,0.37
open-beos.csv,0.53,0.32,0.24,0.37,0.57,0.5,0.28,0.55,0.97,0.5,0.61,0.26,0.61,0.47,0.66,0.57,0.18,0.58,0.74,0.84
pixel-commandos.csv,0.16,0.19,0.09,0.13,0.04,0.05,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.19,0.16,1.0,0.15,0.06,0.0
plee-the-bear.csv,0.09,0.13,0.94,0.14,0.59,0.58,0.14,0.16,0.33,0.32,0.41,0.08,0.62,0.4,0.31,0.5,0.0,0.38,0.84,0.59
reaper-ecad.csv,0.48,0.15,0.13,0.98,0.38,0.4,0.3,0.45,0.3,0.3,0.6,0.17,0.56,0.2,0.39,0.44,0.0,0.4,0.58,0.7
unladen-swallow.csv,0.3,0.71,0.04,0.06,0.41,0.56,0.29,0.27,0.16,0.24,0.47,0.13,0.34,0.36,0.37,0.43,0.0,0.39,0.8,0.68
xmoto.csv,0.53,0.29,0.18,0.17,0.53,0.6,0.35,0.57,0.54,0.45,0.7,0.21,0.65,0.51,0.69,0.54,0.15,0.99,0.51,0.48
zxing.csv,0.61,0.22,0.11,0.17,0.44,0.56,0.32,0.51,0.11,0.58,0.59,0.13,0.47,0.39,0.59,0.47,0.1,0.37,0.73,0.99
