,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.43,0.42,0.56,0.54,0.64,0.65,0.44,0.57,0.65,0.82,0.51,0.49,0.42,0.44,0.45,0.56,0.7,0.44,0.9,0.69
buddata-ebxml-registry.csv,0.48,0.48,0.4,0.53,0.44,0.4,0.35,0.35,0.4,0.46,0.32,0.4,0.35,0.35,0.36,0.41,0.43,0.44,0.34,0.36
cornerstone.csv,0.43,0.55,0.54,0.71,0.53,0.44,0.41,0.49,0.49,0.53,0.45,0.43,0.38,0.37,0.42,0.46,0.39,0.46,0.44,0.48
emeraldemu.csv,0.59,0.66,0.72,0.73,0.67,0.72,0.62,0.61,0.85,0.9,0.41,0.68,0.53,0.43,0.55,0.62,0.7,0.71,0.51,0.39
jahshakafx.csv,0.5,0.86,0.96,0.87,0.67,0.93,0.64,0.73,0.97,0.88,0.82,0.94,0.81,0.8,0.57,0.9,0.9,0.64,0.83,0.92
jaolt.csv,0.44,0.52,0.42,0.48,0.48,0.55,0.37,0.4,0.51,0.48,0.44,0.43,0.41,0.38,0.38,0.45,0.45,0.49,0.42,0.38
kmess.csv,0.61,0.59,0.5,0.56,0.61,0.59,0.41,0.52,0.56,0.61,0.74,0.44,0.59,0.54,0.48,0.49,0.53,0.55,0.54,0.65
maya-work-in-progress.csv,0.38,0.43,0.44,0.49,0.47,0.42,0.33,0.38,0.41,0.48,0.35,0.33,0.33,0.35,0.36,0.39,0.4,0.45,0.37,0.38
mia.csv,0.95,0.94,0.99,0.92,0.5,0.97,0.0,0.99,0.94,0.8,0.54,0.94,0.7,0.76,0.94,0.9,0.83,0.67,0.56,0.91
mp-rechnungs-und-kundenverwaltung.csv,0.96,0.79,0.79,0.68,0.83,0.7,0.57,0.8,0.98,0.9,0.55,0.97,0.89,0.67,0.73,0.63,0.93,0.62,0.92,0.45
novembre.csv,0.67,0.68,0.78,0.93,0.67,0.96,0.67,0.99,0.96,0.88,0.86,0.94,0.85,0.94,0.51,0.78,0.65,0.67,0.9,0.67
ns-3.csv,0.56,0.52,0.47,0.61,0.67,0.5,0.41,0.55,0.58,0.79,0.72,0.53,0.43,0.44,0.43,0.53,0.53,0.54,0.68,0.42
nullc.csv,0.5,0.49,0.4,0.55,0.46,0.4,0.35,0.37,0.41,0.48,0.51,0.4,0.39,0.34,0.37,0.41,0.46,0.43,0.5,0.86
open-beos.csv,0.47,0.48,0.66,0.61,0.46,0.57,0.48,0.55,0.59,0.65,0.39,0.55,0.47,0.46,0.42,0.53,0.59,0.5,0.52,0.4
pixel-commandos.csv,0.89,0.99,0.91,0.86,0.0,0.75,0.0,0.93,0.0,0.0,0.86,0.0,0.0,0.5,0.89,0.89,0.75,0.67,0.5,0.0
plee-the-bear.csv,0.96,0.88,0.97,0.8,0.78,0.67,0.92,0.99,0.79,0.77,0.59,0.97,0.56,0.47,0.93,0.74,0.92,0.72,0.45,0.6
reaper-ecad.csv,0.58,0.99,0.98,0.96,0.79,0.87,0.83,0.8,0.9,0.86,0.39,0.58,0.69,0.97,0.96,0.79,0.93,0.68,0.7,0.5
unladen-swallow.csv,0.89,1.0,0.99,0.88,0.83,0.7,0.79,0.98,0.98,0.9,0.54,0.84,0.93,0.71,0.81,0.77,0.91,0.68,0.49,0.52
xmoto.csv,0.47,0.5,0.58,0.75,0.54,0.56,0.44,0.48,0.5,0.71,0.34,0.51,0.39,0.48,0.42,0.56,0.49,0.54,0.62,0.57
zxing.csv,0.41,0.59,0.59,0.69,0.57,0.53,0.52,0.52,0.96,0.58,0.42,0.44,0.63,0.47,0.48,0.55,0.61,0.61,0.47,0.4
