,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.14,0.3,0.12,0.12,1.0,0.42,0.35,1.0,0.57
jicarilla.csv,0.07,0.19,1.0,0.06,0.0,0.0,0.27,0.09,0.04
optalgtoolkit.csv,0.31,0.84,0.03,0.75,0.86,0.95,0.35,0.48,0.6
oscarmcmaster.csv,0.22,0.14,0.21,0.19,0.29,0.11,0.05,0.14,0.89
ossim.csv,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.02
projectts.csv,0.41,0.73,0.27,0.62,0.57,0.53,0.95,0.41,0.49
sabbu.csv,0.95,0.22,0.12,0.69,0.57,0.26,0.41,0.18,0.49
vxl.csv,0.48,0.97,1.0,0.06,0.14,0.11,0.95,0.91,0.43
zact.csv,0.02,0.03,0.03,0.0,1.0,0.0,0.0,0.07,0.0
