,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.17,0.34,0.14,0.14,0.57,0.44,0.36,0.99,0.55
jicarilla.csv,0.09,0.22,1.0,0.07,0.0,0.0,0.31,0.11,0.05
optalgtoolkit.csv,0.33,0.48,0.04,0.54,0.62,0.96,0.39,0.42,0.58
oscarmcmaster.csv,0.26,0.17,0.25,0.23,0.33,0.13,0.06,0.17,0.91
ossim.csv,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.02
projectts.csv,0.44,0.64,0.3,0.61,0.55,0.47,0.95,0.46,0.5
sabbu.csv,0.96,0.26,0.15,0.69,0.56,0.3,0.45,0.21,0.51
vxl.csv,0.4,0.98,0.68,0.07,0.17,0.13,0.38,0.0,0.38
zact.csv,0.02,0.04,0.04,0.0,1.0,0.0,0.0,0.09,0.0
