,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.88,0.74,0.76,0.62,0.87,0.75,0.45,0.0
jlinalg.csv,0.8,0.28,0.76,0.66,0.53,1.0,0.7,0.92
jmule.csv,0.62,0.72,0.85,0.79,0.87,0.75,0.75,0.88
knowledge.csv,0.8,0.94,0.83,0.91,0.84,0.75,0.7,0.67
massiv.csv,0.14,0.3,0.36,0.0,0.0,1.0,0.1,0.21
ng4j.csv,0.46,0.62,0.86,0.74,0.84,0.75,0.75,0.17
playerstage.csv,0.46,0.78,0.89,0.74,0.79,0.5,0.8,0.17
superwaba.csv,0.26,0.72,0.67,0.5,0.58,0.5,0.45,0.33
