,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.93,0.83,0.7,0.71,0.71,0.05
ingex.csv,0.79,0.65,0.94,0.67,0.03,0.89
jgnash.csv,0.73,0.0,0.81,0.72,0.93,0.88
mp-rechnungs-und-kundenverwaltung.csv,0.73,0.7,0.77,0.11,0.54,0.46
openefm.csv,0.06,0.59,0.66,0.61,0.58,0.8
yarp0.csv,0.71,0.68,0.0,0.63,0.59,0.89
