,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.28,0.11,0.33,0.32,0.37,1.0
ingex.csv,0.78,0.33,0.33,0.34,1.0,0.36
jgnash.csv,0.69,1.0,0.6,0.36,1.0,0.42
mp-rechnungs-und-kundenverwaltung.csv,0.75,0.24,0.4,0.98,0.52,0.56
openefm.csv,1.0,0.2,0.35,0.37,0.59,0.43
yarp0.csv,0.33,0.16,1.0,0.36,0.5,0.33
