,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.36,0.45,0.42,0.55,0.51,0.96
ingex.csv,0.25,0.41,0.07,0.49,0.98,0.14
jgnash.csv,0.31,1.0,0.23,0.38,0.09,0.15
mp-rechnungs-und-kundenverwaltung.csv,0.32,0.36,0.29,0.91,0.57,0.68
openefm.csv,0.95,0.57,0.47,0.62,0.49,0.26
yarp0.csv,0.51,0.57,1.0,0.58,0.51,0.14
