,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.0,16.0,1.0,1.0,0.0,1.0,26.0,21.0,1.0,0.0,0.0,2.0,11.0,2.0,0.0,5.0,1.0
chaosrts.csv,0.0,0.0,1.0,3.0,0.0,4.0,5.0,14.0,57.0,1.0,4.0,3.0,8.0,1.0,2.0,0.0,6.0
cortex-vfx.csv,0.0,5.0,1.0,0.0,1.0,1.0,3.0,23.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0
fm-classic.csv,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0
fritzing.csv,0.0,1.0,1.0,1.0,0.0,1.0,10.0,20.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,7.0
jlinalg.csv,0.0,3.0,1.0,1.0,0.0,3.0,11.0,21.0,2.0,0.0,0.0,4.0,12.0,0.0,2.0,0.0,1.0
loki-lib.csv,0.0,13.0,3.0,1.0,2.0,2.0,10.0,28.0,10.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,7.0
metacosm.csv,0.0,0.0,1.0,0.0,0.0,1.0,2.0,12.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.0,11.0,1.0,1.0,0.0,1.0,16.0,11.0,10.0,0.0,0.0,2.0,23.0,0.0,2.0,2.0,13.0
ng4j.csv,0.0,0.0,1.0,0.0,0.0,1.0,10.0,17.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0
phonon-vlc-mplayer.csv,0.0,4.0,1.0,3.0,0.0,1.0,11.0,22.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,7.0
playerstage.csv,0.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,7.0
qgis.csv,0.0,16.0,1.0,1.0,0.0,49.0,23.0,26.0,8.0,1.0,7.0,3.0,11.0,2.0,1.0,3.0,1.0
rsyslog.csv,0.0,16.0,1.0,7.0,0.0,0.0,19.0,29.0,1.0,0.0,0.0,3.0,12.0,2.0,1.0,2.0,7.0
rtrt-on-gpu.csv,0.0,21.0,2.0,1.0,0.0,1.0,20.0,37.0,2.0,0.0,0.0,3.0,10.0,0.0,1.0,1.0,9.0
superwaba.csv,0.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,1.0,0.0,11.0,0.0,0.0,6.0,4.0
unflobtactical.csv,0.0,16.0,1.0,2.0,0.0,0.0,9.0,36.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0
