,f1,g,recall,precision,pf,wins
biopax.csv,0.62,0.52,0.93,0.53,0.82,5
chaosrts.csv,0.5,0.52,0.59,0.52,0.36,4
cortex-vfx.csv,0.57,0.55,0.52,0.59,0.22,10
fm-classic.csv,0.29,0.23,0.19,0.73,0.05,1
fritzing.csv,0.6,0.57,0.54,0.67,0.29,13
jlinalg.csv,0.52,0.57,0.71,0.46,0.65,2
loki-lib.csv,0.57,0.56,0.66,0.54,0.52,7
metacosm.csv,0.44,0.45,0.41,0.62,0.21,3
multitude.csv,0.61,0.62,0.81,0.55,0.59,9
ng4j.csv,0.62,0.59,0.62,0.64,0.29,16
phonon-vlc-mplayer.csv,0.61,0.64,0.64,0.58,0.37,14
playerstage.csv,0.57,0.58,0.58,0.64,0.26,15
qgis.csv,0.56,0.57,0.6,0.52,0.42,8
rsyslog.csv,0.57,0.54,0.75,0.53,0.61,6
rtrt-on-gpu.csv,0.45,0.45,0.55,0.46,0.7,0
superwaba.csv,0.55,0.61,0.62,0.6,0.33,12
unflobtactical.csv,0.63,0.62,0.77,0.56,0.56,11
