,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.92,0.98,1.0,0.95,0.83,0.92,0.93,1.0,0.6,0.83,0.78,0.66,1.0,0.95,0.76,0.93,0.95
chaosrts.csv,0.42,0.14,0.19,0.69,0.64,1.0,0.93,1.0,0.0,0.29,0.49,0.59,0.62,0.75,0.3,0.74,0.5
cortex-vfx.csv,0.5,0.54,0.57,0.62,0.52,0.46,0.59,1.0,0.2,0.26,0.42,0.34,0.52,0.63,0.39,0.67,0.4
fm-classic.csv,0.24,0.28,0.31,0.05,0.33,0.04,0.19,1.0,0.1,0.09,0.02,0.03,0.45,0.11,0.31,0.3,0.05
fritzing.csv,0.68,0.72,0.76,0.6,0.4,0.54,0.83,1.0,0.2,0.74,0.46,0.38,0.42,0.35,0.54,0.59,0.5
jlinalg.csv,0.76,0.26,0.64,0.64,0.79,0.58,0.72,1.0,0.6,0.66,0.71,0.76,0.99,0.53,0.82,0.85,0.5
loki-lib.csv,0.7,0.66,0.58,0.83,0.6,0.96,0.42,1.0,0.5,0.6,0.55,0.69,0.7,0.74,0.3,0.96,0.45
metacosm.csv,0.52,0.38,0.12,0.34,0.48,0.27,0.36,0.67,0.3,0.57,0.12,0.21,0.49,0.44,0.41,0.7,0.45
multitude.csv,0.78,0.58,0.93,0.86,0.82,0.73,0.83,0.67,0.6,1.0,0.68,0.76,0.97,0.47,0.86,0.81,0.85
ng4j.csv,0.56,0.34,0.85,0.67,0.56,0.65,0.87,0.67,0.2,0.57,0.45,0.62,0.91,0.29,0.49,0.89,0.8
phonon-vlc-mplayer.csv,0.52,0.8,0.62,0.78,0.63,0.81,0.8,0.33,0.3,0.8,0.55,0.59,0.64,0.73,0.44,0.78,0.8
playerstage.csv,0.58,0.68,0.85,0.72,0.51,0.58,0.77,0.33,0.2,0.63,0.4,0.48,0.82,0.39,0.48,0.89,0.75
qgis.csv,0.82,0.84,0.88,0.79,0.6,0.0,0.9,1.0,0.2,0.37,0.58,0.41,0.81,0.5,0.73,0.59,0.5
rsyslog.csv,0.92,1.0,0.75,0.9,0.65,0.81,0.78,1.0,0.3,0.6,0.69,0.66,0.99,0.94,0.21,0.67,0.35
rtrt-on-gpu.csv,0.42,0.7,0.47,0.69,0.44,0.88,0.29,0.33,0.7,0.63,0.55,0.38,0.65,0.74,0.28,0.59,0.45
superwaba.csv,0.28,0.66,0.65,0.5,0.68,0.35,0.62,1.0,0.5,0.74,0.54,0.62,0.84,0.76,0.37,0.56,0.8
unflobtactical.csv,0.64,0.94,0.96,0.83,0.6,0.65,0.72,0.33,0.5,0.77,0.65,0.45,0.83,0.88,0.77,0.78,0.95
