,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.84,0.52,0.7,0.57,0.66,0.74,0.47,0.1,0.21,0.75,0.68,0.58,0.37,0.92,0.85,0.62,0.44
chaosrts.csv,0.57,0.22,0.28,0.63,0.57,0.68,0.63,0.11,0.0,0.37,0.5,0.56,0.37,0.85,0.42,0.67,0.39
cortex-vfx.csv,0.64,0.55,0.6,0.59,0.59,0.59,0.59,0.11,0.24,0.37,0.5,0.43,0.45,0.75,0.57,0.61,0.47
fm-classic.csv,0.38,0.4,0.42,0.1,0.45,0.07,0.29,0.46,0.18,0.16,0.03,0.06,0.42,0.19,0.46,0.42,0.08
fritzing.csv,0.75,0.66,0.73,0.6,0.52,0.6,0.67,0.1,0.33,0.73,0.55,0.48,0.39,0.5,0.7,0.6,0.43
jlinalg.csv,0.85,0.36,0.52,0.52,0.58,0.55,0.46,0.12,0.21,0.62,0.61,0.52,0.36,0.68,0.82,0.63,0.33
loki-lib.csv,0.8,0.5,0.58,0.59,0.57,0.71,0.27,0.08,0.32,0.57,0.55,0.65,0.39,0.83,0.44,0.63,0.27
metacosm.csv,0.66,0.47,0.2,0.44,0.54,0.4,0.39,0.09,0.19,0.65,0.21,0.32,0.36,0.59,0.55,0.72,0.44
multitude.csv,0.76,0.47,0.71,0.57,0.68,0.72,0.45,0.1,0.26,0.74,0.71,0.56,0.37,0.61,0.88,0.66,0.42
ng4j.csv,0.69,0.47,0.68,0.7,0.6,0.68,0.62,0.09,0.15,0.66,0.55,0.59,0.37,0.44,0.66,0.66,0.68
phonon-vlc-mplayer.csv,0.66,0.54,0.63,0.67,0.59,0.68,0.7,0.06,0.15,0.79,0.6,0.57,0.44,0.82,0.61,0.64,0.52
playerstage.csv,0.68,0.57,0.69,0.7,0.57,0.65,0.71,0.09,0.18,0.68,0.51,0.55,0.4,0.55,0.65,0.64,0.56
qgis.csv,0.79,0.52,0.67,0.56,0.64,0.0,0.61,0.11,0.18,0.5,0.59,0.46,0.37,0.64,0.83,0.57,0.43
rsyslog.csv,0.84,0.53,0.62,0.57,0.66,0.78,0.42,0.08,0.15,0.58,0.63,0.54,0.36,0.92,0.33,0.62,0.31
rtrt-on-gpu.csv,0.58,0.42,0.47,0.51,0.45,0.69,0.17,0.04,0.56,0.56,0.54,0.39,0.27,0.8,0.4,0.45,0.29
superwaba.csv,0.42,0.62,0.65,0.55,0.62,0.51,0.39,0.1,0.32,0.72,0.59,0.56,0.39,0.82,0.52,0.58,0.51
unflobtactical.csv,0.67,0.51,0.67,0.65,0.57,0.67,0.67,0.05,0.22,0.77,0.63,0.53,0.43,0.89,0.83,0.58,0.48
