,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.0,0.05,0.52,0.17,0.64,0.72,0.6,0.49,0.38,0.73,0.67,0.65,0.24,0.38,0.78,0.35,0.54
chaosrts.csv,0.46,0.17,0.22,0.68,0.58,0.0,0.85,0.67,0.0,0.33,0.49,0.6,0.6,0.77,0.33,0.7,0.52
cortex-vfx.csv,0.54,0.57,0.59,0.63,0.55,0.51,0.63,0.62,0.24,0.3,0.46,0.39,0.56,0.61,0.44,0.64,0.45
fm-classic.csv,0.28,0.33,0.36,0.06,0.38,0.05,0.23,0.98,0.12,0.11,0.02,0.04,0.49,0.13,0.36,0.35,0.06
fritzing.csv,0.63,0.73,0.75,0.62,0.45,0.57,0.82,0.49,0.24,0.71,0.5,0.43,0.46,0.38,0.59,0.61,0.53
jlinalg.csv,0.79,0.3,0.49,0.58,0.41,0.54,0.65,0.73,0.33,0.58,0.57,0.55,0.09,0.57,0.65,0.58,0.49
loki-lib.csv,0.72,0.61,0.59,0.64,0.58,0.56,0.41,0.05,0.53,0.51,0.54,0.7,0.64,0.73,0.34,0.13,0.43
metacosm.csv,0.56,0.43,0.15,0.39,0.51,0.31,0.4,0.59,0.33,0.6,0.15,0.25,0.52,0.47,0.45,0.71,0.49
multitude.csv,0.26,0.57,0.69,0.52,0.69,0.72,0.64,0.62,0.54,0.17,0.69,0.65,0.35,0.49,0.81,0.68,0.57
ng4j.csv,0.59,0.39,0.69,0.7,0.58,0.66,0.81,0.59,0.23,0.6,0.49,0.63,0.52,0.33,0.55,0.63,0.8
phonon-vlc-mplayer.csv,0.56,0.64,0.63,0.74,0.6,0.66,0.8,0.36,0.32,0.78,0.57,0.61,0.64,0.69,0.5,0.67,0.74
playerstage.csv,0.58,0.66,0.72,0.73,0.54,0.61,0.79,0.37,0.24,0.64,0.45,0.52,0.67,0.44,0.54,0.57,0.73
qgis.csv,0.26,0.55,0.63,0.57,0.62,0.0,0.83,0.67,0.24,0.42,0.58,0.45,0.6,0.51,0.75,0.59,0.53
rsyslog.csv,0.27,0.13,0.63,0.39,0.66,0.79,0.59,0.0,0.32,0.54,0.62,0.62,0.17,0.55,0.25,0.65,0.39
rtrt-on-gpu.csv,0.47,0.36,0.47,0.55,0.45,0.59,0.28,0.32,0.72,0.43,0.52,0.41,0.35,0.49,0.31,0.3,0.45
superwaba.csv,0.32,0.68,0.66,0.54,0.64,0.4,0.57,0.61,0.53,0.7,0.56,0.62,0.62,0.65,0.42,0.58,0.73
unflobtactical.csv,0.24,0.13,0.44,0.73,0.59,0.65,0.74,0.34,0.47,0.75,0.62,0.5,0.71,0.69,0.74,0.53,0.68
