,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.52,0.42,0.42,0.36,0.43,0.51,0.51,0.32,0.43,0.38,0.45,0.56,0.42,0.4,0.57,0.4,0.45
chaosrts.csv,0.46,0.93,0.96,0.53,0.54,0.52,0.63,0.33,0.89,0.74,0.62,0.56,0.61,0.49,0.52,0.39,0.52
cortex-vfx.csv,0.43,0.65,0.45,0.48,0.53,0.6,0.83,0.37,0.86,0.62,0.57,0.76,0.67,0.41,0.71,0.41,0.93
fm-classic.csv,0.77,0.95,0.72,0.67,0.68,0.0,0.95,0.9,0.0,0.67,0.0,0.67,0.79,0.94,0.68,0.73,0.75
fritzing.csv,0.49,0.53,0.46,0.54,0.63,0.57,0.74,0.3,0.5,0.39,0.55,0.76,0.71,0.48,0.63,0.46,0.7
jlinalg.csv,0.46,0.95,0.55,0.48,0.44,0.72,0.57,0.43,0.42,0.44,0.55,0.5,0.42,0.45,0.46,0.43,0.63
loki-lib.csv,0.42,0.48,0.44,0.38,0.46,0.52,0.5,0.29,0.62,0.36,0.52,0.48,0.49,0.48,0.62,0.43,0.52
metacosm.csv,0.38,0.71,0.94,0.73,0.46,0.56,0.67,0.36,0.62,0.44,0.91,0.89,0.46,0.37,0.47,0.38,0.52
multitude.csv,0.52,0.45,0.41,0.34,0.38,0.48,0.48,0.45,0.39,0.38,0.44,0.45,0.41,0.4,0.51,0.38,0.46
ng4j.csv,0.35,0.83,0.44,0.56,0.53,0.62,0.64,0.42,0.59,0.42,0.66,0.62,0.42,0.53,0.63,0.39,0.7
phonon-vlc-mplayer.csv,0.38,0.43,0.54,0.46,0.51,0.53,0.84,0.55,0.58,0.36,0.52,0.55,0.61,0.41,0.65,0.38,0.54
playerstage.csv,0.46,0.56,0.42,0.52,0.59,0.6,0.78,0.79,0.67,0.4,0.65,0.68,0.44,0.51,0.68,0.4,0.65
qgis.csv,0.59,0.5,0.46,0.39,0.51,0.0,0.72,0.39,0.83,0.53,0.52,0.65,0.44,0.56,0.64,0.55,0.81
rsyslog.csv,0.53,0.42,0.45,0.36,0.43,0.46,0.49,0.3,0.48,0.38,0.42,0.45,0.42,0.41,0.84,0.48,0.6
rtrt-on-gpu.csv,0.55,0.46,0.65,0.47,0.65,0.51,0.56,0.39,0.8,0.44,0.59,0.64,0.48,0.42,0.75,0.5,0.48
superwaba.csv,0.44,0.41,0.44,0.49,0.4,0.44,0.41,0.31,0.43,0.32,0.43,0.4,0.41,0.39,0.55,0.4,0.44
unflobtactical.csv,0.6,0.42,0.43,0.42,0.52,0.56,0.81,0.46,0.49,0.37,0.46,0.7,0.47,0.43,0.6,0.42,0.51
