,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.21,0.63,0.34,0.61,0.63,0.5,0.05
fw4spl.csv,0.5,0.27,0.13,0.25,0.46,0.27,0.1
kftpgrabber.csv,0.79,0.04,0.18,0.36,0.11,0.27,0.44
kolmafia.csv,0.46,0.98,0.85,0.87,0.96,0.92,0.23
lazarus-ccr.csv,0.25,0.92,0.7,0.75,0.93,0.89,0.64
mia.csv,0.25,0.11,0.29,0.18,0.19,0.13,0.23
plee-the-bear.csv,0.36,0.24,0.43,0.44,0.31,0.37,0.56
