,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.0,0.84,0.4,0.51,0.58,0.29,0.17
ivatamasks.csv,0.09,0.58,0.58,0.72,0.6,0.42,0.0
ivataopenportal.csv,0.0,0.57,0.6,0.62,0.72,0.35,0.0
kolmafia.csv,0.0,0.67,0.57,0.17,0.46,0.72,0.53
mb-unit.csv,0.18,0.51,0.65,0.17,0.47,0.0,0.56
nova.csv,0.77,0.61,0.59,0.53,0.51,0.61,0.53
olex2.csv,0.56,0.54,0.59,0.09,0.13,0.53,0.71
