,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,1.0,0.86,0.81,0.47,0.7,0.89,1.0
ivatamasks.csv,1.0,0.76,0.76,0.71,0.84,0.94,1.0
ivataopenportal.csv,1.0,1.0,0.83,0.8,0.73,0.94,1.0
kolmafia.csv,1.0,0.9,0.85,1.0,0.94,0.72,0.85
mb-unit.csv,0.15,0.57,0.68,0.98,0.91,1.0,0.55
nova.csv,0.77,0.71,0.65,0.64,0.54,0.77,0.77
olex2.csv,0.54,0.52,0.59,1.0,0.94,0.55,0.7
