,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,195.5,94.5,99.0,282.5,93.5,1867.5,73.5,99.0,184.0,99.0,191.0,54.5,94.5
ivef-sdk.csv,195.5,96.5,99.0,96.5,95.5,55.5,519.0,36.5,97.5,368.5,214.0,98.5,88.5
jmri.csv,96.5,89.5,99.0,96.5,1118.0,132.0,436.5,99.0,97.5,99.0,93.5,189.0,94.5
jython.csv,294.0,98.5,99.0,96.5,95.5,2192.0,709.0,99.0,97.5,96.5,94.5,98.5,94.5
kdenlive.csv,294.0,98.5,99.0,96.5,97.5,2014.0,678.5,99.0,97.5,96.5,192.0,98.5,94.5
opentibia.csv,286.0,98.5,99.0,94.5,97.5,104.0,616.5,198.0,86.5,51.5,191.0,98.5,98.5
projectfactory.csv,286.0,98.5,99.0,153.0,97.5,200.5,828.5,99.0,97.5,99.0,192.0,98.5,98.5
runuomondains.csv,96.5,89.5,99.0,96.5,95.5,2150.0,824.0,198.0,97.5,96.5,93.5,95.5,94.5
somap.csv,294.0,98.5,99.0,96.5,97.5,2411.5,1019.5,99.0,97.5,99.0,192.0,98.5,98.5
taverna.csv,96.5,96.5,98.5,96.5,95.5,296.5,877.5,38.5,97.5,99.0,0.0,94.5,87.5
tigermud.csv,96.5,94.5,99.0,115.5,97.5,76.5,648.0,5581.0,151.0,99.0,192.0,98.5,98.5
unbvision.csv,195.0,98.5,99.0,96.5,95.5,2414.5,531.0,99.0,97.5,96.5,192.0,98.5,94.5
x-ray-mule.csv,571.5,98.5,99.0,91.5,97.5,11.5,519.0,36.5,278.5,99.0,146.0,98.5,98.5
