,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.52,0.44,0.44,0.35,0.41,0.56,0.51,0.31,0.45,0.38,0.45,0.56,0.42,0.39,0.5,0.42,0.46
chaosrts.csv,0.41,0.59,0.98,0.39,0.42,0.52,0.51,0.3,0.42,0.39,0.44,0.44,0.42,0.4,0.44,0.41,0.44
cortex-vfx.csv,0.64,0.62,0.6,0.53,0.65,0.67,0.66,0.55,0.83,0.52,0.72,0.93,0.86,0.48,0.88,0.6,0.91
fm-classic.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
fritzing.csv,0.64,0.57,0.56,0.63,0.68,0.54,0.73,0.45,0.8,0.41,0.68,0.83,0.81,0.51,0.63,0.5,0.62
jlinalg.csv,0.49,0.75,0.46,0.4,0.43,0.62,0.48,0.57,0.42,0.43,0.48,0.44,0.46,0.41,0.43,0.44,0.43
loki-lib.csv,0.35,0.55,0.55,0.52,0.68,0.55,0.74,0.32,0.7,0.54,0.71,0.58,0.48,0.43,0.56,0.5,0.45
metacosm.csv,0.5,0.93,0.54,0.69,0.6,0.78,0.87,0.62,0.86,0.67,0.89,0.69,0.63,0.42,0.7,0.52,0.88
multitude.csv,0.41,0.46,0.46,0.37,0.47,0.52,0.48,0.47,0.43,0.36,0.51,0.57,0.47,0.42,0.61,0.42,0.44
ng4j.csv,0.5,0.74,0.47,0.48,0.47,0.59,0.76,0.48,0.58,0.5,0.74,0.6,0.46,0.55,0.57,0.42,0.8
phonon-vlc-mplayer.csv,0.47,0.47,0.49,0.48,0.52,0.54,0.9,0.62,0.92,0.43,0.7,0.51,0.57,0.46,0.55,0.46,0.5
playerstage.csv,0.7,0.57,0.48,0.6,0.67,0.7,0.98,0.89,0.88,0.52,0.76,0.79,0.71,0.58,0.83,0.6,0.87
qgis.csv,0.7,0.44,0.47,0.48,0.55,0.65,0.55,0.74,0.6,0.47,0.55,0.57,0.51,0.44,0.69,0.52,0.52
rsyslog.csv,0.5,0.53,0.42,0.44,0.49,0.58,0.53,0.43,0.83,0.41,0.6,0.56,0.73,0.39,0.79,0.44,0.81
rtrt-on-gpu.csv,0.63,0.52,0.62,0.4,0.55,0.59,0.56,0.45,0.89,0.56,0.73,0.63,0.44,0.5,0.66,0.49,0.56
superwaba.csv,0.43,0.53,0.45,0.48,0.43,0.75,0.55,0.47,0.73,0.47,0.52,0.56,0.71,0.49,0.49,0.38,0.71
unflobtactical.csv,0.68,0.69,0.55,0.56,0.55,0.46,0.69,0.42,0.62,0.47,0.54,0.69,0.53,0.41,0.63,0.45,0.7
