,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.0,0.2,0.66,0.52,0.58,0.61,0.7,0.43,0.41,0.55,0.66,0.63,0.0,0.38,0.97,0.24,0.55
chaosrts.csv,0.61,0.48,0.28,0.51,0.27,0.0,0.5,0.24,0.0,0.17,0.21,0.0,0.13,0.96,0.37,0.0,0.56
cortex-vfx.csv,0.21,0.52,0.48,0.55,0.48,0.42,0.52,0.37,0.24,0.44,0.4,0.25,0.92,0.43,0.27,0.42,0.18
fm-classic.csv,0.02,0.05,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0
fritzing.csv,0.46,0.66,0.98,0.54,0.44,0.7,0.66,0.59,0.12,0.61,0.46,0.28,0.36,0.51,0.68,0.58,0.58
jlinalg.csv,0.98,0.37,0.53,0.47,0.54,0.45,0.3,0.63,0.22,0.38,0.53,0.56,0.38,0.47,0.75,0.13,0.53
loki-lib.csv,0.53,0.55,0.37,0.55,0.39,0.54,0.29,0.69,0.43,0.51,0.38,0.88,0.65,0.62,0.39,0.45,0.48
metacosm.csv,0.49,0.21,0.37,0.48,0.45,0.31,0.54,0.37,0.24,0.3,0.1,0.36,0.39,0.4,0.43,1.0,0.18
multitude.csv,0.45,0.71,0.6,0.6,0.56,0.6,0.53,0.35,0.58,0.66,0.98,0.52,0.6,0.65,0.47,0.63,0.63
ng4j.csv,0.39,0.48,0.54,0.66,0.5,0.67,0.76,0.36,0.44,0.0,0.42,0.64,0.58,0.33,0.54,0.64,1.0
phonon-vlc-mplayer.csv,0.55,0.56,0.71,0.62,0.58,0.53,0.99,0.36,0.34,0.66,0.4,0.5,0.56,0.55,0.55,0.63,0.51
playerstage.csv,0.24,0.6,0.53,0.98,0.47,0.53,0.51,0.38,0.24,0.55,0.32,0.32,0.53,0.41,0.37,0.48,0.45
qgis.csv,0.49,0.32,0.68,0.59,0.98,0.6,0.62,0.37,0.34,0.58,0.49,0.44,0.62,0.49,0.42,0.53,0.61
rsyslog.csv,0.53,0.68,0.64,0.67,0.53,1.0,0.51,0.58,0.24,0.48,0.53,0.56,0.43,0.5,0.18,0.68,0.29
rtrt-on-gpu.csv,0.41,0.45,0.42,0.51,0.54,0.52,0.44,0.35,0.92,0.35,0.38,0.52,0.62,0.36,0.38,0.73,0.39
superwaba.csv,0.44,1.0,0.63,0.59,0.66,0.49,0.68,0.83,0.34,0.63,0.57,0.49,0.52,0.53,0.52,0.56,0.44
unflobtactical.csv,0.34,0.39,0.51,0.61,0.49,0.47,0.41,0.35,0.23,0.98,0.52,0.37,0.59,0.51,0.39,0.6,0.49
