,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,0.95,0.72,0.8,0.76,0.71,0.62,0.87,0.82,0.77,0.65,0.51,1.0,0.9,0.04,0.94,0.79
chaosrts.csv,0.47,0.7,0.83,0.82,0.94,1.0,0.83,0.94,1.0,0.96,0.95,1.0,0.97,0.11,0.91,1.0,0.72
cortex-vfx.csv,0.83,0.55,0.59,0.56,0.59,0.65,0.56,0.72,0.83,0.66,0.65,0.81,0.1,0.65,0.78,0.65,0.86
fm-classic.csv,0.98,0.96,1.0,1.0,0.99,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.96,1.0
fritzing.csv,0.86,0.52,0.03,0.62,0.63,0.46,0.44,0.68,0.9,0.59,0.65,0.77,0.71,0.63,0.37,0.66,0.52
jlinalg.csv,0.02,0.76,0.81,0.84,0.8,0.86,0.92,0.59,0.98,0.91,0.8,0.79,0.89,0.85,0.6,0.97,0.82
loki-lib.csv,0.54,0.55,0.71,0.55,0.73,0.72,0.8,0.69,0.72,0.67,0.71,0.14,0.5,0.56,0.74,0.63,0.65
metacosm.csv,0.58,0.82,0.69,0.58,0.62,0.74,0.52,0.75,0.81,0.78,0.93,0.71,0.73,0.73,0.64,0.0,0.85
multitude.csv,0.62,0.46,0.51,0.71,0.56,0.54,0.61,0.84,0.64,0.62,0.03,0.55,0.68,0.57,0.58,0.59,0.56
ng4j.csv,0.93,0.59,0.78,0.51,0.81,0.49,0.31,0.82,0.68,1.0,0.66,0.59,0.66,0.77,0.65,0.64,0.0
phonon-vlc-mplayer.csv,0.56,0.78,0.52,0.62,0.71,0.8,0.02,0.76,0.73,0.62,0.66,0.82,0.63,0.65,0.72,0.68,0.69
playerstage.csv,0.8,0.48,0.56,0.02,0.61,0.58,0.54,0.68,0.81,0.52,0.75,0.76,0.57,0.68,0.68,0.61,0.61
qgis.csv,0.82,0.92,0.51,0.59,0.02,0.54,0.52,0.74,0.72,0.58,0.61,0.68,0.68,0.83,0.73,0.64,0.54
rsyslog.csv,0.54,0.42,0.51,0.62,0.55,0.0,0.63,0.7,0.8,0.69,0.54,0.53,0.69,0.7,0.86,0.44,0.77
rtrt-on-gpu.csv,0.87,0.87,0.76,0.8,0.66,0.71,0.72,0.86,0.1,0.87,0.74,0.7,0.51,0.79,0.87,0.52,0.87
superwaba.csv,0.64,0.01,0.47,0.54,0.47,0.63,0.45,0.51,0.74,0.53,0.56,0.61,0.56,0.64,0.67,0.63,0.64
unflobtactical.csv,0.98,0.68,0.58,0.51,0.6,0.58,0.74,0.86,0.85,0.03,0.58,0.77,0.52,0.69,0.68,0.47,0.58
