,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.94,0.9,0.96,0.88,0.86,0.77,0.86,1.0,0.4,0.74,0.83,0.62,1.0,0.96,0.96,0.96,0.8
chaosrts.csv,0.58,0.46,0.24,0.95,0.9,1.0,0.99,1.0,0.9,0.97,0.95,1.0,0.95,0.98,0.37,1.0,0.65
cortex-vfx.csv,0.18,0.48,0.43,0.52,0.43,0.38,0.48,0.33,0.2,0.4,0.35,0.21,0.9,0.39,0.23,0.37,0.15
fm-classic.csv,0.02,0.04,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0
fritzing.csv,0.66,0.68,0.97,0.52,0.39,0.73,0.65,0.67,0.1,0.63,0.43,0.24,0.32,0.49,0.63,0.63,0.55
jlinalg.csv,0.98,0.34,0.85,0.79,0.93,0.77,0.97,0.67,0.7,0.8,0.82,0.9,0.99,0.89,0.97,0.89,0.95
loki-lib.csv,0.48,0.52,0.33,0.52,0.35,0.58,0.25,1.0,0.4,0.49,0.34,0.86,0.65,0.63,0.35,0.41,0.45
metacosm.csv,0.44,0.18,0.33,0.43,0.4,0.27,0.49,0.33,0.2,0.26,0.08,0.31,0.35,0.37,0.38,1.0,0.15
multitude.csv,0.4,0.74,0.58,0.74,0.54,0.58,0.51,0.33,0.6,0.77,0.97,0.48,0.68,0.69,0.42,0.67,0.65
ng4j.csv,0.5,0.44,0.71,0.67,0.62,0.69,0.74,0.33,0.4,0.0,0.37,0.69,0.62,0.29,0.54,0.74,1.0
phonon-vlc-mplayer.csv,0.52,0.84,0.78,0.67,0.69,0.73,0.99,0.33,0.3,0.77,0.35,0.69,0.56,0.56,0.61,0.78,0.5
playerstage.csv,0.2,0.56,0.5,0.98,0.42,0.5,0.46,0.33,0.2,0.51,0.28,0.28,0.49,0.37,0.32,0.44,0.4
qgis.csv,0.6,0.86,0.71,0.59,0.98,0.58,0.61,0.33,0.3,0.57,0.45,0.41,0.73,0.63,0.39,0.52,0.6
rsyslog.csv,0.48,0.66,0.64,0.78,0.49,1.0,0.48,0.67,0.2,0.46,0.49,0.52,0.4,0.49,0.15,0.67,0.25
rtrt-on-gpu.csv,0.42,0.6,0.4,0.62,0.55,0.54,0.42,0.33,0.9,0.34,0.35,0.52,0.61,0.33,0.37,0.81,0.4
superwaba.csv,0.4,1.0,0.61,0.57,0.65,0.46,0.68,1.0,0.3,0.63,0.55,0.45,0.48,0.52,0.51,0.56,0.4
unflobtactical.csv,0.52,0.34,0.47,0.6,0.45,0.42,0.38,0.33,0.2,0.97,0.48,0.34,0.56,0.5,0.34,0.56,0.45
