,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.85,0.49,0.7,0.58,0.65,0.65,0.49,0.09,0.2,0.65,0.69,0.57,0.36,0.92,0.98,0.63,0.4
chaosrts.csv,0.71,0.4,0.3,0.61,0.63,0.68,0.46,0.09,0.27,0.72,0.68,0.56,0.35,0.98,0.47,0.64,0.37
cortex-vfx.csv,0.3,0.53,0.54,0.54,0.54,0.49,0.46,0.09,0.18,0.5,0.49,0.28,0.92,0.55,0.36,0.48,0.19
fm-classic.csv,0.04,0.08,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0
fritzing.csv,0.7,0.56,0.99,0.5,0.5,0.7,0.55,0.09,0.13,0.64,0.5,0.34,0.31,0.64,0.77,0.56,0.48
jlinalg.csv,0.99,0.33,0.63,0.53,0.67,0.61,0.43,0.11,0.23,0.65,0.65,0.57,0.38,0.89,0.91,0.59,0.44
loki-lib.csv,0.63,0.51,0.42,0.55,0.41,0.55,0.24,0.11,0.24,0.54,0.43,0.91,0.44,0.74,0.49,0.49,0.37
metacosm.csv,0.59,0.28,0.43,0.53,0.52,0.4,0.55,0.07,0.24,0.36,0.14,0.4,0.27,0.53,0.53,1.0,0.21
multitude.csv,0.56,0.61,0.61,0.55,0.57,0.61,0.41,0.05,0.3,0.7,0.98,0.54,0.35,0.79,0.59,0.6,0.44
ng4j.csv,0.58,0.49,0.57,0.6,0.52,0.68,0.67,0.06,0.28,0.0,0.48,0.56,0.35,0.44,0.64,0.62,1.0
phonon-vlc-mplayer.csv,0.65,0.52,0.68,0.55,0.59,0.6,0.99,0.07,0.26,0.7,0.48,0.48,0.35,0.69,0.68,0.62,0.34
playerstage.csv,0.33,0.58,0.56,0.98,0.52,0.57,0.57,0.17,0.22,0.62,0.38,0.33,0.4,0.53,0.49,0.51,0.46
qgis.csv,0.67,0.49,0.66,0.54,0.99,0.61,0.48,0.08,0.3,0.62,0.53,0.42,0.37,0.72,0.52,0.52,0.45
rsyslog.csv,0.63,0.63,0.63,0.6,0.57,1.0,0.4,0.09,0.25,0.52,0.6,0.56,0.31,0.63,0.26,0.67,0.28
rtrt-on-gpu.csv,0.52,0.4,0.42,0.47,0.53,0.53,0.33,0.05,0.95,0.39,0.42,0.45,0.44,0.48,0.48,0.69,0.25
superwaba.csv,0.55,0.99,0.64,0.56,0.66,0.52,0.53,0.15,0.24,0.66,0.6,0.48,0.42,0.66,0.62,0.54,0.39
unflobtactical.csv,0.59,0.41,0.54,0.58,0.53,0.56,0.31,0.05,0.15,0.99,0.56,0.34,0.44,0.64,0.49,0.64,0.45
