,precision
moast.csv,0.0
chrysalis.csv,0.0
cortex-vfx.csv,0.46
l2j.csv,0.62
geogebra.csv,0.47
ffigo.csv,1.0
autowikibrowser.csv,0.75
duplicati.csv,1.0
gstreamer.csv,0.76
quantlib.csv,0.0
skia.csv,0.54
jruby.csv,1.0
chaosrts.csv,0.92
mplayer-ce.csv,0.51
biopax.csv,1.0
linux-ntfs.csv,0.8
growl-for-windows.csv,0.75
synecdoche.csv,0.55
rcp-company-uibindings.csv,1.0
tweetsharp.csv,0.67
elateportal.csv,1.0
sandiaportals.csv,1.0
biodwh.csv,1.0
trinitycore.csv,0.42
zemljanka.csv,1.0
tango-cs.csv,0.43
buddata-ebxml-registry.csv,0.0
javaprofiler.csv,0.89
fluent-nhibernate.csv,0.29
olex2.csv,0.88
nunit.csv,0.57
tencompetence.csv,0.88
exl.csv,1.0
nativeclient.csv,0.0
codesmith.csv,0.0
stajistics.csv,1.0
oorexx.csv,0.5
crux-framework.csv,0.14
ta3d.csv,0.73
web-cat.csv,0.22
ftm.csv,1.0
factor.csv,0.5
hydrate.csv,1.0
jfreechart.csv,0.0
elvishrayrenderer.csv,0.79
xamj.csv,1.0
uwom.csv,0.9
rocrail.csv,0.62
columba.csv,0.5
metacosm.csv,1.0
quickfast.csv,0.83
geochat.csv,1.0
natpad.csv,0.77
libarchive.csv,0.86
jcache.csv,1.0
zxing.csv,1.0
arm-webradio.csv,0.0
genoviz.csv,0.5
fulguro.csv,0.33
wikipediardware.csv,1.0
rockbox.csv,1.0
ng4j.csv,1.0
uface.csv,0.0
gisgraphy.csv,0.27
emono.csv,0.5
thedata.csv,0.25
miranda.csv,0.79
cme.csv,0.22
jmule.csv,0.0
