,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,2849.5,289.5,669.0,412.5,273.5,96.5,189.0,196.5,96.5,281.5,97.5,175.0
archive-crawler.csv,1977.5,194.0,238.5,93.5,642.5,93.5,295.5,196.5,195.5,178.0,97.5,98.5
blue-c.csv,295.0,485.5,1391.0,1178.0,549.5,96.5,196.5,196.5,96.5,379.0,97.5,197.5
dynalloy.csv,1319.5,485.5,521.0,1263.5,1269.5,93.5,295.5,196.5,391.5,457.5,97.5,98.5
jcae.csv,619.0,385.0,261.5,474.5,81.5,96.5,97.5,179.0,195.5,380.0,92.5,80.5
kmatplot.csv,196.5,388.0,935.5,99.0,36.5,96.5,672.0,367.5,197.5,380.0,97.5,197.5
mscore.csv,99.0,485.5,1776.5,190.0,460.0,96.5,394.0,196.5,197.5,473.5,97.5,98.5
nosleepsoftware.csv,47.5,44.5,0.0,190.0,94.5,120.0,196.0,52.5,89.5,266.5,81.0,0.0
openmalaria.csv,295.0,389.0,1677.5,190.0,358.0,96.5,295.0,97.5,197.5,473.5,97.5,381.0
popeye-chess.csv,196.5,389.0,1431.5,93.5,361.0,96.5,295.0,176.0,195.5,285.5,97.5,197.5
riff-evolve.csv,97.5,389.0,1227.5,772.0,263.5,96.5,97.5,176.0,195.5,189.0,97.5,98.5
virtuoso.csv,99.0,485.5,1776.5,198.0,1717.0,96.5,493.0,196.5,197.5,473.5,97.5,188.0
