,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.97,0.25,0.2,0.11,0.0,0.19,0.22,0.29,0.0,0.32,0.21,0.27,0.19
e-bio-flow.csv,0.17,0.52,0.27,0.07,0.0,0.2,0.47,0.97,0.0,0.29,0.09,0.54,0.0
jas.csv,0.1,0.31,0.0,0.1,0.0,0.14,0.0,0.21,0.21,0.29,0.2,0.08,1.0
jbpm.csv,0.09,0.31,0.0,0.99,0.0,0.32,0.37,0.3,0.0,0.11,0.14,0.08,0.3
jgossipforum.csv,0.06,0.0,0.0,0.03,0.18,0.0,0.0,0.11,0.91,0.17,0.0,0.32,0.0
jmonkeyengine.csv,0.2,0.52,0.23,0.32,0.04,0.49,0.94,0.28,0.05,0.18,0.11,0.63,0.13
joustsim.csv,0.1,0.17,0.2,0.16,0.0,0.31,0.37,0.28,0.17,0.95,0.16,0.61,0.33
log4net.csv,0.0,0.0,0.14,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.21,0.31,0.35,0.3,0.05,0.39,0.38,0.5,0.14,0.29,0.19,0.99,0.19
piccolo2d.csv,0.17,0.09,1.0,0.13,0.0,0.0,0.27,0.11,0.0,0.0,0.0,0.0,0.1
pustefix.csv,0.21,0.4,0.12,0.21,0.05,0.98,0.31,0.52,0.06,0.0,0.0,0.31,0.14
reaper3d.csv,0.26,0.29,0.16,0.12,0.06,0.07,0.21,0.34,0.02,0.0,0.86,0.0,0.14
sblim.csv,0.34,0.98,0.31,0.14,0.0,0.2,0.37,0.52,0.0,0.13,0.0,0.06,0.0
