,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.95,0.36,0.41,0.24,0.0,0.2,0.34,0.27,0.0,0.49,0.53,0.24,0.53
e-bio-flow.csv,0.22,0.75,0.49,0.12,0.0,0.16,0.44,0.94,0.0,0.31,0.29,0.49,0.0
jas.csv,0.07,0.27,0.0,0.07,0.0,0.11,0.0,0.16,0.64,0.22,0.15,0.05,1.0
jbpm.csv,0.07,0.4,0.0,0.98,0.0,0.3,0.33,0.27,0.0,0.11,0.29,0.05,0.55
jgossipforum.csv,0.07,0.0,0.0,0.02,0.38,0.0,0.0,0.09,1.0,0.11,0.0,0.23,0.0
jmonkeyengine.csv,0.38,0.75,0.48,0.63,0.54,0.71,0.91,0.27,0.43,0.21,0.47,0.59,0.29
joustsim.csv,0.14,0.17,0.18,0.18,0.0,0.34,0.43,0.24,0.64,0.93,0.42,0.59,0.43
log4net.csv,0.0,0.0,0.1,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.39,0.55,0.75,0.69,0.59,0.53,0.52,0.59,0.93,0.56,0.61,0.99,0.63
piccolo2d.csv,0.15,0.06,1.0,0.12,0.0,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.15
pustefix.csv,0.34,0.6,0.26,0.47,0.6,0.97,0.45,0.56,0.68,0.0,0.0,0.24,0.59
reaper3d.csv,0.41,0.44,0.34,0.28,0.64,0.05,0.2,0.31,0.23,0.0,0.79,0.0,0.52
sblim.csv,0.36,1.0,0.36,0.15,0.0,0.16,0.33,0.48,0.0,0.11,0.0,0.04,0.0
