,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.0,19.0,15.0,35.0,133.0,7.0,2.0,6.0,224.0,5.0,5.0,0.0,18.0
e-bio-flow.csv,1.0,0.0,14.0,13.0,133.0,1.0,1.0,0.0,224.0,4.0,6.0,1.0,124.0
jas.csv,0.0,0.0,94.0,2.0,133.0,2.0,67.0,2.0,6.0,0.0,0.0,0.0,0.0
jbpm.csv,2.0,0.0,94.0,0.0,133.0,1.0,0.0,1.0,224.0,6.0,10.0,4.0,0.0
jgossipforum.csv,3.0,105.0,94.0,1.0,2.0,84.0,67.0,4.0,1.0,0.0,107.0,0.0,124.0
jmonkeyengine.csv,5.0,0.0,20.0,1.0,43.0,3.0,0.0,2.0,68.0,9.0,14.0,0.0,2.0
joustsim.csv,10.0,5.0,1.0,0.0,133.0,6.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0
log4net.csv,78.0,105.0,0.0,0.0,0.0,84.0,67.0,81.0,224.0,70.0,107.0,367.0,124.0
ngl.csv,3.0,0.0,20.0,10.0,35.0,0.0,8.0,1.0,14.0,8.0,24.0,0.0,14.0
piccolo2d.csv,2.0,0.0,0.0,8.0,133.0,84.0,0.0,4.0,224.0,70.0,107.0,367.0,10.0
pustefix.csv,2.0,0.0,20.0,1.0,41.0,0.0,0.0,0.0,100.0,70.0,107.0,3.0,47.0
reaper3d.csv,5.0,0.0,21.0,1.0,47.0,3.0,0.0,1.0,101.0,70.0,0.0,367.0,10.0
sblim.csv,2.0,0.0,2.0,7.0,133.0,0.0,3.0,0.0,224.0,3.0,107.0,0.0,124.0
