,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.0,0.31,0.4,0.34,0.28,0.26,0.6,0.21,0.16,0.25,0.27,0.39,0.26
e-bio-flow.csv,0.27,0.32,0.3,0.23,0.36,0.06,0.1,0.0,0.02,0.12,0.34,0.29,0.12
jas.csv,0.05,0.06,0.0,0.02,0.1,0.05,0.08,0.1,0.09,0.02,0.01,0.01,0.0
jbpm.csv,0.1,0.26,0.27,0.0,0.36,0.13,0.08,0.17,0.13,0.1,0.18,0.04,0.13
jgossipforum.csv,0.24,0.0,0.0,0.02,0.05,0.02,0.02,0.1,0.0,0.0,0.0,0.02,0.0
jmonkeyengine.csv,0.6,0.32,0.4,0.31,0.69,0.56,0.0,0.25,0.37,0.15,0.62,0.68,0.18
joustsim.csv,0.33,0.12,0.06,0.1,0.25,0.24,0.26,0.13,0.12,0.0,0.27,0.35,0.06
log4net.csv,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
ngl.csv,0.57,0.57,0.48,0.44,0.6,0.44,0.4,0.63,0.28,0.4,0.41,0.02,0.33
piccolo2d.csv,0.1,0.0,0.0,0.05,0.02,0.02,0.02,0.08,0.0,0.0,0.01,0.0,0.1
pustefix.csv,0.43,0.36,0.43,0.37,0.58,0.0,0.5,0.31,0.58,0.1,0.06,0.14,0.52
reaper3d.csv,0.38,0.37,0.39,0.38,0.46,0.05,0.16,0.17,0.51,0.02,0.0,0.0,0.4
sblim.csv,0.13,0.01,0.11,0.07,0.13,0.06,0.08,0.13,0.06,0.05,0.05,0.0,0.09
