,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.93,0.67,0.61,0.72,0.73,0.8,0.44,0.83,0.97,0.6,0.74,0.98,0.66
e-bio-flow.csv,0.65,0.66,0.65,0.81,0.6,0.86,0.83,0.64,0.75,0.8,0.75,0.58,0.93
jas.csv,0.75,0.9,0.0,0.9,0.92,0.8,0.75,0.89,0.96,0.67,0.5,0.9,0.88
jbpm.csv,0.86,0.97,0.95,0.98,0.94,0.93,0.89,0.75,0.96,0.86,0.95,0.93,0.84
jgossipforum.csv,0.69,0.0,0.0,0.86,0.88,0.0,0.0,0.86,0.83,0.0,0.0,0.98,0.0
jmonkeyengine.csv,0.61,0.57,0.72,0.73,0.58,0.54,0.81,0.8,0.65,0.91,0.55,0.56,0.96
joustsim.csv,0.57,0.92,0.86,0.98,0.67,0.55,0.55,0.85,0.97,0.9,0.7,0.45,0.9
log4net.csv,0.0,0.0,0.0,0.88,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
ngl.csv,0.43,0.52,0.44,0.44,0.47,0.44,0.38,0.35,0.52,0.37,0.5,0.56,0.48
piccolo2d.csv,0.88,0.0,0.92,0.96,0.5,0.0,0.75,0.83,0.0,0.0,0.0,0.0,0.92
pustefix.csv,0.78,0.6,0.74,0.81,0.64,0.77,0.64,0.69,0.58,0.83,0.83,0.98,0.64
reaper3d.csv,0.97,0.82,0.83,0.95,0.89,0.75,0.91,0.94,0.7,0.0,0.83,0.0,0.9
sblim.csv,0.92,0.78,0.92,0.97,0.94,0.86,0.89,0.6,0.92,0.75,0.8,0.83,0.9
