,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.06,0.75,0.74,0.86,1.04,0.87,0.9,0.8,1.01,0.6,0.57,0.88,0.57
e-bio-flow.csv,0.86,0.39,0.62,0.93,1.06,0.87,0.62,0.07,1.0,0.74,0.82,0.61,1.01
jas.csv,0.94,0.78,1.0,0.94,1.0,0.91,1.0,0.87,0.41,0.82,0.88,0.96,0.0
jbpm.csv,0.94,0.69,1.04,0.02,1.06,0.75,0.73,0.79,1.01,0.91,0.77,0.96,0.52
jgossipforum.csv,0.97,1.0,1.0,0.98,0.67,1.0,1.0,0.94,0.0,0.91,1.0,0.81,1.0
jmonkeyengine.csv,0.87,0.39,0.67,0.5,0.77,0.59,0.11,0.81,0.7,0.83,0.8,0.73,0.77
joustsim.csv,0.94,0.87,0.85,0.85,1.03,0.74,0.66,0.81,0.42,0.09,0.68,0.55,0.63
log4net.csv,1.0,1.0,0.92,0.96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ngl.csv,0.85,0.7,0.5,0.51,0.69,0.65,0.64,0.7,0.28,0.61,0.56,0.02,0.5
piccolo2d.csv,0.88,0.95,0.0,0.91,1.0,1.0,0.83,0.94,1.0,1.0,1.0,1.0,0.88
pustefix.csv,0.81,0.54,0.88,0.67,0.67,0.04,0.75,0.56,0.62,1.0,1.0,0.81,0.64
reaper3d.csv,0.73,0.7,0.79,0.84,0.57,0.96,0.85,0.75,0.95,1.0,0.25,1.0,0.64
sblim.csv,0.7,0.01,0.7,0.89,1.01,0.87,0.73,0.58,1.0,0.91,1.0,0.97,1.0
