,0,1,2,3,4,5,6,7,8
rectracker.csv,0,0,0,0,0,0,0.0,0.0,0.0
dynalloy.csv,1,3,0,0,3,0,0.0,3.0,0.0
mpqc.csv,12,2,12,11,2,12,6.0,2.0,12.0
thout.csv,2,0,1,2,0,1,0.0,0.0,1.0
sabbu.csv,0,0,0,0,0,0,3.0,0.0,0.0
unladen-swallow.csv,29,12,295,67,12,295,61.0,12.0,295.0
powerfolder-.csv,0,1,0,2,1,0,0.0,1.0,0.0
barracudamvc.csv,1,0,2,2,0,2,1.0,0.0,2.0
nutz.csv,0,0,0,4,0,0,4.0,0.0,0.0
apolloplayer.csv,4,0,10,1,0,10,1.0,0.0,10.0
vxl.csv,5,15,15,4,15,15,4.0,15.0,15.0
fbmanager.csv,1,0,1,6,0,1,6.0,0.0,1.0
olsrd.csv,0,1,3,1,1,3,1.0,1.0,3.0
jajuk.csv,0,2,0,2,2,0,2.0,2.0,0.0
sqlpower-library.csv,1,0,0,1,0,0,0.0,0.0,0.0
heekscad.csv,1,2,0,0,2,0,2.0,2.0,0.0
zorannt.csv,4,4,15,6,4,15,6.0,4.0,15.0
emftriple.csv,15,15,15,6,15,15,15.0,15.0,15.0
gamestone.csv,5,5,5,5,5,5,5.0,5.0,5.0
jicarilla.csv,6,6,0,6,6,0,6.0,6.0,0.0
sevenupdate.csv,1,1,0,0,1,0,0.0,1.0,0.0
nuttx.csv,0,0,0,0,0,0,0.0,0.0,0.0
psrchive.csv,8,8,8,8,8,8,8.0,8.0,8.0
jvcl.csv,12,7,15,6,7,15,15.0,7.0,15.0
kdenlive.csv,0,1,0,0,1,0,0.0,1.0,0.0
hatari.csv,1,0,0,1,0,0,2.0,0.0,0.0
maidsafe-dht.csv,7,1,7,0,1,7,1.0,1.0,7.0
opde.csv,6,6,6,6,6,6,6.0,6.0,6.0
brlcad.csv,2,3,150,6,3,150,6.0,3.0,150.0
opentibia.csv,0,0,0,1,0,0,0.0,0.0,0.0
plee-the-bear.csv,2,1,55,13,1,55,13.0,1.0,55.0
xcsoar.csv,2,1,0,2,1,0,2.0,1.0,0.0
vapor.csv,2,4,9,3,4,9,5.0,4.0,9.0
reaper-ecad.csv,8,2,18,3,2,18,3.0,2.0,18.0
jmri.csv,2,0,0,0,0,0,0.0,0.0,0.0
igarden.csv,0,1,10,1,1,10,1.0,1.0,10.0
mb-unit.csv,0,0,0,0,0,0,0.0,0.0,0.0
jlinalg.csv,0,0,1,0,0,1,0.0,0.0,1.0
megasquirtavr.csv,9,9,9,9,9,9,,,
psycle.csv,0,1,0,0,1,0,0.0,1.0,0.0
beast-mcmc.csv,2,2,0,6,2,0,1.0,2.0,0.0
ikvm.csv,5,0,0,1,0,0,1.0,0.0,0.0
bscwweasel.csv,16,1,16,16,1,16,7.0,1.0,16.0
zscreen.csv,0,2,0,0,2,0,0.0,2.0,0.0
sarasvati.csv,4,3,16,5,3,16,4.0,3.0,16.0
flylegacy.csv,1,1,3,0,1,3,0.0,1.0,3.0
nullc.csv,0,0,2,0,0,2,0.0,0.0,2.0
dvt.csv,0,0,0,0,0,0,4.0,0.0,0.0
retromenu.csv,0,5,4,0,5,4,0.0,5.0,4.0
jatlas.csv,2,6,0,6,6,0,1.0,6.0,0.0
liferea.csv,5,1,5,2,1,5,2.0,1.0,5.0
array4j.csv,1,1,0,2,1,0,1.0,1.0,0.0
go.csv,0,0,0,0,0,0,0.0,0.0,0.0
zealos.csv,2,9,9,3,9,9,3.0,9.0,9.0
ns-3.csv,0,1,0,0,1,0,0.0,1.0,0.0
nug.csv,4,4,5,5,4,5,5.0,4.0,5.0
critterding.csv,2,1,2,4,1,2,4.0,1.0,2.0
optalgtoolkit.csv,1,0,1,1,0,1,0.0,0.0,1.0
kwave.csv,7,7,0,7,7,0,7.0,7.0,0.0
superwaba.csv,4,2,0,2,2,0,2.0,2.0,0.0
ltp.csv,0,0,0,0,0,0,0.0,0.0,0.0
pdfedit.csv,1,1,0,0,1,0,1.0,1.0,0.0
blogentis.csv,3,0,1,1,0,1,2.0,0.0,1.0
mclient-mume.csv,0,0,0,0,0,0,0.0,0.0,0.0
firebird.csv,1,0,0,0,0,0,0.0,0.0,0.0
