,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.7,0.91,0.73,0.67,0.78,0.83
bullet.csv,0.83,0.91,0.36,0.73,0.87,0.55
openintents.csv,0.97,0.61,0.86,0.54,0.78,0.9
pokenetonline.csv,1.0,0.83,1.0,0.91,0.83,0.8
tktoolkit.csv,1.0,0.96,0.68,0.96,0.43,0.88
zealos.csv,0.7,0.43,0.45,0.55,0.74,0.55
