,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.54,0.14,0.3,0.38,0.0
open-data-kit.csv,0.29,0.53,0.0,0.42,0.44
qtractor.csv,0.0,0.38,0.09,0.13,0.1
quarkplayer.csv,0.04,0.0,0.2,0.04,0.59
turbotrader-bos.csv,0.54,0.53,0.18,0.0,0.44
