,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.71,0.55,0.46,0.65,0.75
open-data-kit.csv,0.46,0.73,0.99,0.65,0.5
qtractor.csv,1.0,0.45,0.26,0.41,0.25
quarkplayer.csv,0.0,1.0,0.04,0.02,0.25
turbotrader-bos.csv,0.71,0.45,0.29,0.97,0.55
